carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,665,1566,658
FR,Italy,Italy,4638,8009,4592
NO,Italy,Egypt,95,54,94
FR,Italy,Spain,2656,5033,2630
NO,Italy,Spain,17,38,17
FR,Italy,Morocco,176,430,174
LA,Italy,Brazil,16,89,16
NO,Egypt,Italy,23,6,23
AZ,Italy,United States,218,1075,216
W6,Italy,Egypt,203,235,201
EK,Italy,Indonesia,34,22,34
IB,Italy,Spain,175,203,173
NO,Spain,Italy,4,4,4
U2,Italy,Spain,865,232,856
UG,Italy,Tunisia,0,10,0
FR,Italy,Malta,397,805,393
V7,Italy,Italy,1110,1076,1099
AT,Italy,Morocco,55,182,54
WY,Italy,Thailand,1,110,1
KM,Malta,Italy,0,28,0
AT,Morocco,Italy,13,46,13
FR,Italy,Greece,821,1337,813
AZ,Italy,,0,162,0
W6,Italy,United Arab Emirates,66,168,65
FR,Italy,France,386,647,382
LA,Colombia,Colombia,8,16,8
TU,Tunisia,Italy,0,32,0
MS,Italy,Egypt,0,119,0
KL,Italy,United States,62,184,61
AR,Argentina,Argentina,0,11,0
TU,Italy,Tunisia,0,86,0
JU,Italy,Turkey,5,25,5
GQ,Greece,Greece,28,43,28
AZ,Italy,Morocco,11,50,11
IB,Spain,Italy,74,39,73
NO,Italy,Dominican Republic,10,10,10
IB,Italy,United States,37,170,37
TU,France,Tunisia,0,13,0
AY,Italy,United States,16,64,16
FR,Italy,Austria,178,246,176
EK,Italy,,0,10,0
SN,United States,,0,0,0
LA,Peru,Peru,0,7,0
FR,Italy,Belgium,137,203,136
LH,Italy,Brazil,12,29,12
W6,Italy,Romania,33,87,33
SM,Italy,Egypt,30,148,30
JL,Italy,Japan,3,5,3
NO,Italy,United States,27,3,27
LX,Italy,,0,20,0
AC,Italy,,0,6,0
UX,Spain,Spain,6,18,6
AZ,Tunisia,Italy,4,3,4
KU,Italy,Philippines,10,20,10
LA,Spain,Bolivia,0,3,0
NO,Italy,Madagascar,1,3,1
FR,Germany,Italy,74,121,73
AZ,Italy,Tunisia,11,24,11
AZ,Egypt,Italy,3,19,3
NO,Italy,Mexico,8,4,8
QR,Italy,,0,24,0
TK,Italy,,0,23,0
FR,Italy,Germany,227,365,225
TP,Italy,United States,23,50,23
JU,Italy,Serbia,43,58,43
FR,Italy,United Kingdom,607,824,601
UG,Tunisia,Italy,0,3,0
BA,Italy,United States,255,566,252
AR,Argentina,Paraguay,0,0,0
FR,Italy,Republic of Ireland,185,204,183
TG,Thailand,Thailand,9,7,9
AF,Italy,,1,15,1
AZ,Italy,India,11,15,11
AF,Canada,Italy,3,1,3
AF,Italy,United States,78,114,77
FR,Spain,Spain,74,56,73
TU,Germany,Tunisia,0,0,0
B6,United States,United States,0,22,0
AZ,United States,Italy,8,8,8
TK,Italy,Turkey,100,284,99
W6,Italy,Jordan,68,47,67
FR,Italy,Jordan,26,55,26
FR,Denmark,Italy,26,57,26
JQ,Australia,Japan,0,0,0
KL,Italy,,10,61,10
FR,Italy,Czech Republic,77,130,76
NT,Spain,Spain,0,16,0
