carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,1023,1721,1013
FR,Italy,Italy,3750,5811,3713
LA,Italy,Brazil,46,54,46
FR,Italy,Spain,1871,3223,1852
AZ,Italy,United States,219,902,217
NO,Italy,Egypt,59,39,58
TU,Italy,Tunisia,0,102,0
FR,Italy,Morocco,119,286,118
IB,Italy,Spain,195,159,193
QR,Italy,,0,17,0
AZ,Italy,,0,75,0
FR,Italy,Malta,381,547,377
W6,Italy,Egypt,88,178,87
NO,Italy,Spain,6,21,6
TK,Italy,Turkey,154,254,152
EK,Italy,Indonesia,20,18,20
KM,Malta,Italy,0,24,0
NO,Egypt,Italy,17,4,17
LA,Colombia,Colombia,17,9,17
EK,Italy,United States,94,24,93
AT,Morocco,Italy,11,39,11
U2,Italy,Spain,824,168,816
TP,Italy,United States,20,39,20
TU,Tunisia,Italy,0,11,0
AT,Italy,Morocco,50,190,50
QR,Italy,Thailand,37,138,37
V7,Italy,Italy,785,803,777
IB,Spain,Italy,59,23,58
SM,Italy,Egypt,48,155,48
W6,Italy,Jordan,23,47,23
FR,Italy,United Kingdom,522,621,517
KL,Italy,United States,52,173,51
UG,Italy,Tunisia,0,2,0
FR,Italy,Greece,546,830,541
LH,Italy,United States,130,110,129
LH,Italy,,0,62,0
SM,Egypt,Italy,8,33,8
EK,Italy,,0,5,0
NO,Italy,Dominican Republic,5,12,5
AZ,Italy,Tunisia,11,37,11
NO,Italy,Madagascar,1,1,1
NO,Italy,Maldives,3,4,3
AS,United States,United States,0,11,0
FR,Italy,Denmark,85,143,84
TK,Italy,United States,9,5,9
EK,Italy,Thailand,17,34,17
LX,Italy,United States,42,52,42
FR,Italy,France,290,426,287
FR,Italy,Austria,168,229,166
CZ,Italy,Vietnam,0,5,0
AF,Italy,,4,20,4
TK,Italy,,0,25,0
PD,Canada,United States,3,0,3
AZ,Italy,Belgium,28,64,28
NO,Italy,United States,6,5,6
G3,Brazil,Brazil,0,26,0
