carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,616,1673,610
FR,Italy,Italy,4041,6602,4001
AZ,Italy,United States,210,997,208
NO,Italy,Egypt,31,61,31
AZ,Italy,Morocco,11,49,11
LA,Italy,Brazil,26,46,26
FR,Italy,Morocco,162,379,160
AZ,Italy,,0,104,0
NO,Italy,Spain,11,25,11
FR,Italy,Spain,1940,3066,1921
BA,United States,United States,0,0,0
W6,Italy,Egypt,170,286,168
TU,Italy,Tunisia,0,81,0
LH,Italy,,0,44,0
LH,Italy,United States,119,133,118
TK,Italy,Turkey,112,244,111
LH,United States,United States,0,3,0
NO,Italy,Senegal,11,7,11
NO,Italy,United States,18,2,18
IB,Italy,Spain,210,176,208
KL,Italy,United States,50,174,50
AZ,United States,United States,0,0,0
FR,Italy,Jordan,29,52,29
BA,Italy,United States,215,343,213
FR,Italy,Malta,324,502,321
LA,Peru,Peru,6,11,6
W6,Italy,United Arab Emirates,63,134,62
AT,Italy,Morocco,60,160,59
AS,United States,United States,0,23,0
SM,Italy,Egypt,29,162,29
KM,Malta,Italy,0,68,0
SM,Egypt,Italy,12,49,12
TK,Italy,,0,30,0
JU,Italy,Turkey,13,44,13
NO,Mexico,Italy,3,3,3
MH,Malaysia,Malaysia,3,21,3
NO,Egypt,Italy,35,8,35
TU,Tunisia,Italy,0,15,0
IB,Spain,Italy,60,25,59
FR,Spain,Italy,324,366,321
AT,Morocco,Italy,12,19,12
U2,Italy,Italy,1860,313,1842
QR,Italy,,0,23,0
TG,Thailand,Thailand,6,6,6
V7,Italy,Italy,775,926,767
SQ,Spain,Italy,3,4,3
EY,Italy,Indonesia,28,20,28
AM,Mexico,Mexico,0,10,0
JU,Italy,Serbia,45,28,45
EK,Italy,,0,11,0
KU,Italy,India,2,5,2
AZ,Italy,Tunisia,13,25,13
W6,Italy,Jordan,71,45,70
QR,Malaysia,,0,2,0
NO,Italy,Madagascar,3,1,3
NO,Italy,Dominican Republic,23,15,23
U2,Italy,France,889,144,880
MS,Italy,Egypt,0,54,0
WE,Thailand,Thailand,14,9,14
FR,Italy,United Kingdom,550,624,545
NX,Macau,China,0,1,0
AZ,Italy,France,24,96,24
MH,Malaysia,,0,4,0
PC,Turkey,Turkey,0,12,0
AZ,United States,Italy,5,16,5
PG,Thailand,Thailand,42,60,42
