carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,778,2131,770
FR,Italy,Italy,5170,8540,5119
W6,Italy,Italy,1216,1363,1204
FR,Italy,Spain,3286,6377,3253
AZ,Italy,United States,219,1150,217
LH,Italy,,0,71,0
FR,Italy,Morocco,133,337,132
NO,Italy,Spain,29,12,29
AZ,Italy,,0,169,0
AZ,Italy,Tunisia,7,48,7
LA,Italy,Brazil,20,69,20
W6,Italy,Egypt,240,228,238
LH,Italy,United States,143,186,142
FR,Italy,United Kingdom,728,1132,721
FR,Italy,Malta,421,788,417
PW,Tanzania,Tanzania,0,4,0
W6,Italy,United Arab Emirates,127,103,126
BA,Italy,United States,290,844,287
FR,Italy,Greece,832,1886,824
UX,Spain,Spain,8,21,8
W6,Italy,Spain,460,800,455
TU,Italy,Tunisia,0,81,0
U2,Italy,Italy,2107,250,2086
LA,Colombia,Colombia,6,20,6
FR,Italy,France,460,797,455
U2,Italy,France,1337,180,1324
AZ,Morocco,Italy,6,14,6
W6,Italy,Hungary,296,364,293
LA,Peru,Peru,1,17,1
FR,Italy,Austria,215,346,213
FR,Italy,Germany,247,420,245
IB,Italy,Spain,227,241,225
AZ,Italy,Spain,34,186,34
TP,Italy,United States,21,32,21
V7,Italy,Italy,854,673,846
W6,Romania,Italy,94,65,93
KL,Italy,Dominican Republic,4,52,4
AZ,Tunisia,Italy,2,30,2
SM,Egypt,Italy,17,43,17
UX,Italy,Brazil,5,44,5
AZ,Italy,Morocco,22,141,22
AF,Italy,,0,28,0
U2,Italy,Spain,1406,299,1392
TC,Tanzania,,0,0,0
FR,Spain,Italy,516,617,511
TK,Italy,,0,25,0
AY,Italy,United States,24,90,24
V7,Italy,Greece,369,339,365
FR,Italy,Romania,115,281,114
FR,Italy,Portugal,446,897,442
W6,Italy,Morocco,65,63,64
W6,Italy,France,99,206,98
LH,Italy,Mexico,1,22,1
AY,Italy,,0,8,0
NO,Italy,Maldives,5,5,5
AZ,Italy,Egypt,8,65,8
AC,Italy,Canada,22,104,22
LA,Brazil,Brazil,6,32,6
FR,United Kingdom,Italy,203,202,201
FR,Italy,Hungary,150,235,149
NO,Italy,United States,13,8,13
TU,Tunisia,Italy,0,29,0
BA,Italy,,58,97,57
FR,Italy,Belgium,283,342,280
IB,Spain,Italy,78,48,77
LA,Italy,,0,2,0
TU,France,Tunisia,0,12,0
FR,Italy,Jordan,48,69,48
FR,Italy,Sweden,65,122,64
QR,Italy,Thailand,45,69,45
EK,Italy,,0,24,0
W6,Italy,Albania,373,439,369
AZ,Italy,Mexico,0,74,0
FR,Italy,Croatia,72,175,71
KL,Italy,United States,118,244,117
NO,Italy,Dominican Republic,11,4,11
AZ,United States,Italy,22,17,22
IB,Italy,Mexico,18,14,18
UP,United States,The Bahamas,0,21,0
GQ,Greece,Greece,47,74,47
EI,Italy,,0,3,0
U2,Italy,Egypt,167,55,165
W6,Italy,Jordan,60,58,59
LX,Italy,United States,26,56,26
W6,Italy,Israel,47,46,47
QR,Italy,Indonesia,46,124,46
ID,Malaysia,Indonesia,0,1,0
TP,Portugal,Portugal,3,16,3
W6,Italy,Iceland,59,50,58
UA,Italy,Canada,5,16,5
AZ,Italy,India,7,23,7
W6,Italy,Romania,296,242,293
S4,United States,Portugal,0,1,0
W6,Hungary,Italy,77,45,76
FR,Austria,Italy,33,43,33
FR,Italy,Czech Republic,149,233,148
JL,United Kingdom,,0,0,0
1L,Germany,Spain,0,0,0
W6,Italy,Austria,36,85,36
LA,Brazil,Italy,9,73,9
U2,Portugal,Italy,71,32,70
LH,Italy,Germany,218,315,216
W6,Albania,Italy,83,83,82
SQ,Italy,Cambodia,4,6,4
BA,Italy,Mexico,17,61,17
EK,Italy,Australia,21,21,21
LG,Italy,Luxembourg,13,25,13
TK,Italy,United States,8,23,8
AZ,Italy,France,48,172,48
XZ,Italy,Italy,689,66,682
ET,Thailand,Italy,0,0,0
LH,United States,United States,0,19,0
AZ,Italy,Argentina,20,79,20
KU,Italy,Philippines,1,11,1
FR,Italy,Poland,122,193,121
JU,Turkey,Italy,0,3,0
LH,Italy,Canada,4,30,4
AI,India,Sri Lanka,0,0,0
SP,Portugal,Portugal,4,11,4
3U,China,Italy,0,1,0
NP,Egypt,Egypt,0,10,0
UG,Tunisia,Italy,0,4,0
SM,Italy,Egypt,47,271,47
FR,Italy,Denmark,122,166,121
LH,Switzerland,,0,0,0
SQ,Italy,,0,10,0
MS,Italy,Egypt,0,122,0
IB,Italy,Peru,9,41,9
IB,Portugal,Italy,6,2,6
NO,Spain,Italy,5,5,5
NO,Italy,Senegal,5,9,5
KL,Italy,,26,49,26
QR,United Kingdom,,0,0,0
QR,Switzerland,,0,0,0
TU,Tunisia,France,0,5,0
CX,Switzerland,,0,0,0
TP,Italy,,0,28,0
JL,Italy,Japan,0,0,0
EK,Italy,United States,150,10,149
KM,Malta,Italy,0,33,0
MS,Egypt,Egypt,0,38,0
A3,Egypt,Italy,2,9,2
9U,Italy,Moldova,0,46,0
H4,Italy,Moldova,0,14,0
NO,Canada,Italy,2,0,2
W6,Italy,Czech Republic,131,159,130
DX,Italy,Italy,0,37,0
W6,Italy,Bulgaria,39,74,39
EW,Italy,Germany,154,124,152
FR,Italy,Bulgaria,27,61,27
W6,Italy,Greece,227,286,225
UG,Italy,Tunisia,0,16,0
QR,Italy,,0,15,0
AT,Italy,Morocco,34,159,34
BA,Italy,Japan,1,0,1
U2,France,Italy,299,36,296
EK,Australia,,0,0,0
AC,Canada,Italy,4,6,4
AH,Algeria,France,0,0,0
BR,France,,0,0,0
WY,Italy,Oman,1,3,1
ET,Senegal,Italy,1,2,1
TK,Italy,Indonesia,28,57,28
QR,Italy,Vietnam,10,10,10
LG,Luxembourg,Italy,1,6,1
WT,Spain,Spain,0,1,0
AF,Italy,United States,172,214,170
FR,Germany,Italy,98,154,97
CY,Lebanon,Cyprus,2,0,2
EK,Pakistan,Italy,0,10,0
UX,Italy,Spain,14,24,14
NO,Italy,Mexico,2,3,2
QR,Italy,Pakistan,1,4,1
U2,Italy,Germany,130,10,129
AF,Italy,France,233,138,231
WF,Norway,Norway,0,9,0
TS,Italy,,0,0,0
PU,Spain,Colombia,0,4,0
AD,Brazil,Italy,0,3,0
AZ,Italy,Japan,58,246,57
UX,Colombia,Italy,0,9,0
AF,Canada,Italy,6,2,6
AZ,Italy,Uruguay,0,3,0
XQ,France,Turkey,0,1,0
LG,France,Luxembourg,1,6,1
LH,Switzerland,United States,0,0,0
AZ,Egypt,Italy,2,9,2
TK,Italy,Israel,3,1,3
OZ,Japan,,0,1,0
FR,Belgium,Italy,62,66,61
TK,Italy,Turkey,90,307,89
W6,Bulgaria,Italy,12,18,12
JU,Serbia,Italy,9,4,9
TS,Italy,Canada,19,20,19
OD,Thailand,Malaysia,0,3,0
TU,Senegal,Italy,0,2,0
FR,Portugal,Germany,1,1,1
TP,Italy,Brazil,52,176,51
TK,Italy,India,1,5,1
AF,France,United States,7,13,7
AT,Italy,United States,0,0,0
LH,Democratic Republic of the Congo,United States,0,1,0
JL,United States,Japan,0,0,0
YP,South Korea,Japan,0,0,0
AT,Western Sahara,Spain,0,1,0
EW,Germany,Italy,55,51,54
OS,Germany,Italy,4,2,4
U2,Italy,Luxembourg,14,2,14
AF,Italy,Dominican Republic,0,15,0
TK,Italy,Qatar,1,1,1
TP,Morocco,Italy,1,4,1
SN,Italy,El Salvador,0,1,0
PR,Philippines,Philippines,6,4,6
AI,Germany,Nepal,0,0,0
SN,Angola,Italy,0,0,0
LA,Italy,Chile,5,12,5
1L,Germany,Italy,0,0,0
EK,Poland,Indonesia,0,1,0
SK,Italy,Finland,0,2,0
PC,Italy,Turkey,149,190,148
LH,Bermuda,The Bahamas,0,0,0
SQ,India,,0,0,0
LA,Chile,Chile,6,3,6
A3,Portugal,Italy,0,1,0
FR,Italy,Netherlands,70,118,69
JU,Italy,Egypt,0,7,0
DY,Finland,Italy,2,1,2
W6,United Arab Emirates,Italy,8,13,8
G3,Brazil,Italy,0,5,0
SP,Portugal,,0,4,0
TP,Portugal,Germany,7,0,7
KL,Italy,South Africa,9,5,9
UJ,Egypt,Egypt,0,5,0
LH,Italy,Norway,17,21,17
LH,United States,Puerto Rico,0,3,0
AZ,Albania,United States,0,0,0
AZ,Italy,Ivory Coast,0,3,0
SK,Italy,United States,40,100,40
BA,Peru,Canada,0,0,0
SV,Egypt,United Arab Emirates,0,0,0
G3,Brazil,Brazil,0,24,0
AM,Peru,Spain,0,0,0
TK,Italy,Thailand,14,26,14
SQ,Italy,Thailand,21,32,21
AF,Italy,Tunisia,4,0,4
WY,Italy,Australia,0,5,0
NZ,Italy,,0,5,0
TP,Italy,Mexico,14,31,14
ET,Italy,,0,4,0
AM,Mexico,Mexico,0,23,0
KL,Italy,Faroe Islands,0,3,0
FR,Spain,Malta,0,0,0
LH,United States,French Polynesia,0,1,0
FR,France,Italy,71,83,70
X1,Sri Lanka,Maldives,0,0,0
AZ,United States,United States,0,0,0
IB,Spain,Spain,27,15,27
MS,Egypt,,0,9,0
WY,Italy,Thailand,11,111,11
FR,Malta,Italy,33,37,33
OZ,South Korea,,0,1,0
LH,Italy,Brazil,29,50,29
QR,Sri Lanka,Italy,7,1,7
AT,Italy,The Gambia,1,11,1
OS,Italy,Japan,9,50,9
IB,Italy,,3,9,3
LH,Italy,Cyprus,0,0,0
AZ,Brazil,Italy,1,7,1
NO,Italy,Mauritius,1,0,1
QR,Tanzania,Italy,2,5,2
AZ,United States,Mexico,0,0,0
AZ,Panama,United Kingdom,0,0,0
FR,Italy,Republic of Ireland,150,253,149
5U,Guatemala,Mexico,0,1,0
A3,Cyprus,Italy,1,1,1
SQ,Indonesia,Italy,0,0,0
W6,Egypt,Italy,32,15,32
OS,Italy,Madagascar,0,0,0
W6,Italy,United Kingdom,166,171,164
JU,Italy,Turkey,4,18,4
UX,Morocco,Italy,0,0,0
KU,Kuwait,Qatar,1,8,1
TK,Turkey,Azerbaijan,0,0,0
EK,Italy,Indonesia,115,29,114
AZ,Italy,Brazil,11,67,11
AZ,Germany,Italy,10,40,10
EK,Malaysia,Italy,7,3,7
KM,Germany,Italy,0,2,0
IB,Italy,Senegal,0,3,0
UL,United Arab Emirates,India,2,0,2
W6,Germany,Italy,6,8,6
SK,Germany,,0,0,0
VS,Germany,United States,0,1,0
BA,United Kingdom,,0,0,0
TC,Tanzania,Tanzania,0,7,0
TK,Italy,Uzbekistan,3,4,3
CX,Australia,Italy,0,3,0
LH,Italy,Japan,20,86,20
SL,Thailand,Thailand,0,13,0
GF,Italy,Philippines,0,8,0
BR,Italy,,0,0,0
QR,Saudi Arabia,United Kingdom,1,0,1
VJ,India,Vietnam,0,0,0
IB,Italy,Colombia,10,12,10
UX,Italy,Nicaragua,0,0,0
SN,United States,Italy,0,1,0
GQ,Greece,Italy,14,33,14
TK,Italy,Pakistan,2,1,2
LH,Italy,Argentina,19,12,19
EK,United Arab Emirates,Italy,4,1,4
SV,Egypt,,0,0,0
AZ,Italy,Algeria,5,5,5
4Z,South Africa,South Africa,0,0,0
SQ,Australia,Italy,9,2,9
QR,Italy,Qatar,5,0,5
TK,Italy,Bangladesh,0,4,0
W6,Morocco,Italy,11,9,11
H4,Moldova,Italy,0,1,0
TK,Italy,Jordan,0,4,0
JL,Japan,Japan,13,5,13
SN,Italy,United States,0,23,0
FR,Italy,Latvia,1,14,1
DY,Norway,Norway,7,6,7
AZ,Italy,Maldives,0,8,0
FR,Poland,Italy,45,78,45
FR,Italy,Slovakia,11,9,11
IB,Italy,Chile,11,6,11
W6,Italy,Finland,4,3,4
7C,Japan,South Korea,1,11,1
UX,Italy,Dominican Republic,10,63,10
FR,Portugal,Italy,83,81,82
CI,Italy,Japan,4,22,4
LH,United States,Mexico,0,1,0
AH,Italy,Ivory Coast,0,5,0
TK,Italy,Japan,2,13,2
TP,Switzerland,Portugal,0,3,0
EI,Italy,United States,23,8,23
QR,Thailand,Italy,4,2,4
W6,France,Italy,28,10,28
UX,Argentina,Italy,0,2,0
WS,Italy,Canada,2,8,2
LH,Italy,Guatemala,0,4,0
W6,United Kingdom,Italy,63,34,62
W6,Spain,Italy,78,76,77
LH,Italy,Oman,1,1,1
LH,Ecuador,Italy,0,2,0
W6,Jordan,Italy,6,5,6
TK,France,,0,0,0
LX,Italy,,0,29,0
AM,Mexico,Italy,0,6,0
ID,Indonesia,Thailand,0,0,0
ID,Indonesia,Italy,0,0,0
EK,Italy,Thailand,125,19,124
EK,Brazil,Thailand,0,0,0
TP,Portugal,Italy,25,76,25
LH,Italy,Costa Rica,0,5,0
OU,Belgium,Croatia,0,3,0
SK,Italy,Sweden,4,14,4
LA,Argentina,Spain,0,11,0
AR,Argentina,Argentina,0,17,0
IB,Italy,Morocco,2,6,2
U2,Germany,Italy,47,6,47
WS,United States,Italy,1,4,1
HB,Hong Kong,Thailand,0,0,0
LA,Brazil,Peru,0,0,0
KU,Italy,Thailand,4,3,4
FI,United States,Italy,0,0,0
FI,Italy,Iceland,14,30,14
TG,Bangladesh,Cambodia,0,0,0
AR,Argentina,Brazil,0,4,0
LH,Italy,France,10,8,10
IB,Italy,Portugal,11,10,11
U2,Italy,Greece,1095,249,1084
9U,Turkey,Italy,0,0,0
AS,United States,,0,1,0
QR,Nepal,Italy,2,0,2
EK,India,Italy,3,0,3
BI,United Arab Emirates,Malaysia,0,0,0
LO,United Kingdom,Egypt,0,9,0
EY,Oman,Pakistan,0,0,0
LX,Italy,Spain,8,9,8
FR,Greece,Italy,108,84,107
LH,Slovenia,Colombia,0,0,0
J2,Italy,Belarus,1,0,1
VY,Argentina,Greece,0,1,0
LG,Luxembourg,France,1,0,1
DE,Germany,Spain,1,2,1
AZ,Italy,South Korea,0,6,0
LX,Italy,Luxembourg,7,1,7
FR,Portugal,Israel,0,5,0
VY,Germany,Spain,4,2,4
EK,Thailand,Italy,6,1,6
FR,Czech Republic,France,1,1,1
U2,Denmark,Germany,1,0,1
NO,Italy,Italy,1,1,1
K6,Vietnam,Cambodia,0,3,0
EK,Sri Lanka,Italy,3,1,3
V7,Italy,United States,0,1,0
BT,Latvia,Finland,1,0,1
W6,France,Albania,1,0,1
AF,Italy,India,0,1,0
LO,Poland,South Korea,0,1,0
OS,Austria,Cuba,0,1,0
EK,Egypt,Thailand,1,0,1
LO,Italy,India,0,18,0
FR,Italy,United States,0,24,0
AF,Italy,Argentina,6,12,6
DE,Italy,United States,10,0,10
AK,Singapore,Malaysia,0,10,0
UA,United States,French Polynesia,1,5,1
EW,Germany,Netherlands,1,0,1
EK,United Arab Emirates,Singapore,1,0,1
AS,United States,United States,0,13,0
B0,Italy,United States,0,4,0
DY,Italy,Finland,1,5,1
LH,Italy,Cambodia,0,5,0
FR,Bulgaria,Greece,0,1,0
GF,Maldives,Italy,0,1,0
SN,Belgium,Denmark,1,0,1
TU,Tunisia,,0,1,0
TK,France,Ivory Coast,0,1,0
W9,Spain,Italy,0,1,0
FR,Poland,Austria,1,0,1
KL,Austria,Netherlands,1,0,1
NO,Egypt,Italy,28,12,28
"",Argentina,Spain,3,0,3
SN,Italy,Portugal,0,3,0
OS,Italy,Croatia,5,4,5
N0,Italy,,0,4,0
QH,Vietnam,Italy,0,3,0
2B,Italy,Italy,0,1,0
G9,India,Jordan,0,1,0
TR,Singapore,Japan,0,3,0
UL,Maldives,Thailand,0,1,0
VJ,Japan,Vietnam,0,2,0
TK,Israel,Turkey,2,0,2
FR,Poland,Belgium,0,1,0
U2,Germany,Switzerland,1,0,1
SV,Austria,Pakistan,1,0,1
KE,Taiwan,South Korea,0,1,0
TK,Italy,Turkmenistan,0,1,0
W6,Italy,Canada,0,1,0
W6,Poland,Italy,16,31,16
LH,Italy,Kenya,16,2,16
DE,Italy,Cuba,5,0,5
EW,Sweden,Italy,10,5,10
BA,Italy,China,0,2,0
LX,Spain,Switzerland,1,0,1
SQ,South Korea,Switzerland,1,0,1
UA,United States,Jordan,0,1,0
FR,Spain,Bulgaria,0,1,0
DY,Italy,,0,9,0
AY,Finland,Italy,11,9,11
I2,Spain,Spain,26,0,26
VY,Italy,Argentina,2,1,2
3O,Morocco,Romania,0,15,0
KL,United States,,0,4,0
