carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,668,2165,661
FR,Italy,Italy,4186,7832,4145
W6,Italy,Italy,1564,2067,1549
FR,Italy,Spain,2128,4697,2107
NO,Italy,Egypt,79,66,78
W6,Italy,Egypt,189,224,187
NO,Italy,Spain,32,30,32
W6,Italy,Morocco,50,57,50
FR,Italy,Morocco,122,307,121
W6,Italy,United Arab Emirates,80,88,79
AZ,Italy,United States,172,846,170
LA,Italy,Brazil,12,32,12
EY,Italy,Seychelles,37,53,37
SM,Italy,Egypt,44,192,44
LH,Italy,United States,138,119,137
AZ,Italy,Morocco,18,74,18
TU,Italy,Tunisia,0,89,0
U2,Italy,Portugal,268,157,265
TU,Tunisia,Italy,0,7,0
OS,Italy,Kenya,0,0,0
AT,Italy,Morocco,37,97,37
FR,Portugal,Italy,65,80,64
AZ,Italy,Tunisia,12,45,12
FR,Italy,Malta,389,608,385
AZ,Italy,,0,88,0
EY,Italy,Indonesia,21,36,21
BA,Italy,United States,216,596,214
V7,Italy,Italy,664,546,657
BI,United Arab Emirates,Indonesia,5,0,5
FR,Italy,Germany,208,342,206
NO,Italy,United States,15,1,15
KU,Italy,Thailand,6,11,6
FR,Italy,Poland,131,327,130
AF,Italy,United States,141,125,140
IB,Italy,Spain,155,129,153
EY,Italy,,5,2,5
EY,Italy,Maldives,4,58,4
NO,Egypt,Italy,44,11,44
SM,Egypt,Italy,5,49,5
KL,Italy,United States,102,174,101
FR,Italy,Greece,522,1029,517
AS,United States,United States,0,9,0
TK,Italy,,0,25,0
TK,Italy,Turkey,200,771,198
S4,Portugal,Portugal,4,1,4
FR,Italy,Austria,204,252,202
U2,Italy,Spain,948,177,939
AT,Morocco,Italy,6,28,6
NO,Italy,Dominican Republic,9,0,9
FR,Italy,Romania,88,223,87
FR,Italy,Hungary,187,329,185
KL,Italy,,7,27,7
FR,Italy,United Kingdom,392,627,388
KL,Italy,Dominican Republic,3,24,3
AF,Italy,,0,13,0
AZ,Italy,Brazil,13,48,13
UP,The Bahamas,Colombia,0,1,0
AZ,United States,United States,0,2,0
FR,Italy,Belgium,238,404,236
U2,Italy,Italy,1786,249,1768
TP,Italy,United States,10,27,10
AZ,Italy,Algeria,1,1,1
LA,Peru,Peru,1,10,1
W6,Italy,Jordan,60,39,59
TP,Portugal,Portugal,6,12,6
LA,Colombia,Colombia,11,4,11
FR,Italy,Czech Republic,101,217,100
EW,Germany,Italy,48,62,48
TP,Italy,,0,25,0
IB,Italy,Brazil,0,1,0
EI,Italy,United States,29,6,29
UG,Tunisia,Italy,0,1,0
TK,Italy,Thailand,10,12,10
SQ,Italy,,0,14,0
FR,Italy,Portugal,388,1032,384
IB,Italy,,6,6,6
KM,Malta,Italy,0,14,0
IB,Spain,Italy,66,17,65
AZ,Italy,Spain,37,134,37
EK,United States,Italy,9,2,9
UG,Italy,Tunisia,0,7,0
AR,Argentina,Argentina,0,7,0
W6,Italy,Albania,332,359,329
W6,Italy,Republic of Macedonia,11,19,11
FR,Italy,France,373,580,369
JU,Turkey,Italy,3,6,3
SV,Italy,,0,5,0
4Z,South Africa,South Africa,0,4,0
AM,Mexico,Mexico,0,17,0
W6,Italy,Hungary,78,157,77
MS,Egypt,Italy,0,16,0
AI,Italy,,0,7,0
FR,Italy,Jordan,22,54,22
UX,Italy,Spain,9,37,9
IB,Italy,Colombia,3,13,3
MS,Italy,Egypt,0,69,0
AT,Italy,Nigeria,2,8,2
GQ,Greece,Greece,16,16,16
LX,Italy,,0,23,0
JL,Italy,Japan,6,10,6
NT,Spain,Spain,0,13,0
AZ,Italy,France,42,122,42
AC,Italy,Canada,13,88,13
PR,Philippines,Thailand,0,1,0
G3,Brazil,Brazil,0,23,0
AZ,Italy,Egypt,4,37,4
FR,Italy,Denmark,113,152,112
EK,Belgium,Thailand,0,0,0
LH,Italy,Brazil,23,43,23
TK,Spain,,0,4,0
FR,Czech Republic,Italy,34,30,34
