carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,751,1308,744
FR,Italy,Italy,3404,5322,3370
AZ,Italy,United States,542,757,537
FR,Italy,Spain,1623,2739,1607
AT,Morocco,Italy,6,21,6
LA,Italy,Brazil,27,41,27
FR,Italy,Morocco,109,270,108
NO,Italy,Spain,15,21,15
NO,Italy,Egypt,17,29,17
FR,Italy,Greece,554,974,549
W6,Italy,Egypt,137,190,136
TK,Italy,Turkey,115,170,114
JU,Turkey,Italy,1,12,1
AZ,Italy,,4,112,4
V7,Italy,Italy,999,783,989
TU,Tunisia,Italy,0,18,0
TU,Italy,Tunisia,0,63,0
IB,Italy,Spain,145,144,144
NO,Italy,United States,5,4,5
AZ,Italy,Tunisia,5,41,5
SM,Italy,Egypt,17,104,17
AT,Italy,Morocco,28,92,28
WJ,Argentina,Argentina,0,1,0
FR,Italy,United Kingdom,422,520,418
DX,Italy,Italy,0,60,0
FR,Italy,France,302,480,299
W6,Hungary,Italy,34,37,34
U2,Italy,Italy,1861,192,1843
AV,Colombia,Colombia,12,14,12
LY,Italy,Israel,9,5,9
SM,Egypt,Italy,14,24,14
FR,Hungary,Italy,24,92,24
U2,Italy,Spain,587,184,581
NP,Egypt,Egypt,0,3,0
AF,Italy,United States,75,107,74
W6,Italy,Hungary,333,171,330
KL,United States,Italy,5,1,5
JU,Italy,Turkey,6,36,6
EY,Italy,Thailand,18,51,18
CZ,Italy,,0,6,0
JL,Italy,Japan,2,13,2
FR,Italy,Germany,183,244,181
PU,Colombia,Spain,0,0,0
U2,Italy,Greece,496,75,491
U2,Italy,France,659,107,652
1L,Italy,Hungary,0,0,0
LX,Italy,United States,39,34,39
JU,Italy,Serbia,48,36,48
EY,Italy,Japan,6,10,6
1L,Italy,Italy,0,0,0
LA,Peru,Peru,0,9,0
1L,Italy,France,0,0,0
1L,Italy,Spain,0,0,0
AR,Argentina,Argentina,0,17,0
CZ,Italy,South Korea,0,3,0
1L,Italy,United Kingdom,0,0,0
KL,Italy,United States,49,142,49
TP,Italy,United States,11,35,11
LH,Italy,,0,60,0
LH,Italy,United States,162,140,160
UX,Spain,Spain,10,19,10
WY,Italy,Thailand,0,30,0
MS,Italy,Egypt,5,62,5
TK,Turkey,Italy,7,16,7
MU,Italy,Japan,0,12,0
NO,Egypt,Italy,9,7,9
TK,Italy,,0,22,0
EK,Italy,,0,5,0
IB,Italy,Senegal,5,13,5
FR,Italy,Croatia,57,167,56
NO,Mexico,Italy,3,0,3
AZ,Italy,Algeria,7,18,7
IB,Morocco,Italy,1,8,1
JU,Albania,Spain,1,0,1
JU,Serbia,Italy,5,4,5
FR,Italy,Portugal,224,352,222
FR,Italy,Czech Republic,81,196,80
NO,United States,Italy,1,3,1
AZ,Egypt,Italy,3,31,3
VN,Thailand,Vietnam,0,1,0
HA,United States,United States,0,4,0
SK,Italy,,4,3,4
WY,Italy,Malaysia,0,5,0
GF,Italy,India,0,10,0
QR,Italy,,0,12,0
FR,Italy,Netherlands,59,83,58
MU,Italy,Indonesia,0,10,0
BR,Italy,,0,1,0
EY,Italy,Indonesia,36,44,36
AZ,Italy,Mexico,0,13,0
FR,Italy,Bulgaria,29,54,29
IB,Spain,Spain,21,17,21
LA,Colombia,Colombia,26,3,26
OD,Malaysia,Indonesia,0,1,0
FR,Italy,Belgium,130,153,129
LO,Italy,Turkey,0,1,0
MS,Egypt,Italy,4,32,4
KM,Malta,Italy,0,25,0
NO,Italy,Senegal,2,4,2
CY,Cyprus,Lebanon,0,1,0
FR,Italy,Malta,283,474,280
4Z,South Africa,South Africa,5,0,5
S4,Portugal,Portugal,0,7,0
MU,Australia,Italy,0,1,0
FR,Italy,Hungary,82,116,81
1L,Italy,Czech Republic,0,0,0
AC,Canada,United States,2,2,2
FR,Germany,Italy,83,87,82
1L,Italy,Poland,0,0,0
1L,Italy,Bulgaria,0,0,0
SV,Italy,Kenya,1,4,1
1L,Italy,Romania,0,0,0
JU,Italy,Egypt,0,6,0
MU,Italy,Australia,0,12,0
WS,Canada,Canada,0,4,0
NO,Italy,Dominican Republic,4,17,4
AI,United Arab Emirates,India,0,2,0
EI,Belgium,Republic of Ireland,0,1,0
AZ,Italy,Morocco,11,94,11
TG,Thailand,Thailand,8,7,8
FR,Italy,Denmark,74,108,73
IZ,Italy,Israel,3,6,3
NO,Italy,Maldives,3,5,3
BA,Italy,United States,181,202,179
JZ,Peru,Peru,0,8,0
AZ,Italy,France,23,69,23
W6,Italy,Jordan,32,47,32
1L,Italy,Greece,0,0,0
EY,Saudi Arabia,Pakistan,0,0,0
LX,Italy,Ecuador,0,8,0
SV,Italy,Pakistan,0,15,0
W6,France,Italy,16,16,16
FR,Italy,Slovakia,10,29,10
OD,Malaysia,Pakistan,0,1,0
IB,Italy,,0,11,0
U2,United Kingdom,Italy,66,24,65
V7,Italy,Spain,49,61,49
SV,Italy,South Korea,6,5,6
PR,Philippines,Indonesia,0,4,0
SP,Portugal,Portugal,0,8,0
1L,Italy,Austria,0,0,0
FR,Greece,Italy,59,87,58
CY,Italy,Egypt,0,4,0
LO,Poland,Poland,3,0,3
AF,Italy,Mexico,9,11,9
BA,Italy,Australia,1,4,1
SN,Italy,United States,0,4,0
TK,Italy,Jordan,3,4,3
RO,Greece,Romania,0,0,0
CA,Spain,South Korea,0,1,0
TU,Tunisia,France,0,9,0
ET,Tanzania,Italy,4,0,4
FR,Croatia,France,0,5,0
OD,Australia,Indonesia,0,0,0
TK,Pakistan,Sweden,0,0,0
VY,Italy,France,261,110,258
AR,Italy,Argentina,0,38,0
SN,Italy,,0,1,0
MH,Malaysia,Indonesia,3,0,3
TK,Georgia,Turkmenistan,0,0,0
BJ,Italy,Tunisia,1,4,1
EK,Italy,Indonesia,9,4,9
AC,Mexico,Italy,0,1,0
TK,Thailand,Italy,2,3,2
EY,Switzerland,Singapore,0,0,0
RO,Hungary,Romania,0,1,0
4Z,Botswana,,0,0,0
AY,Italy,,0,6,0
FR,United Kingdom,Italy,110,95,109
W4,Italy,Spain,469,517,464
QH,Thailand,Vietnam,0,0,0
OM,Austria,Mongolia,0,0,0
FI,Italy,United States,2,1,2
AZ,Italy,Switzerland,7,25,7
EY,Thailand,Italy,3,2,3
EY,Switzerland,Indonesia,1,0,1
UX,Italy,Peru,7,17,7
AS,United States,United States,0,11,0
ET,Nigeria,Italy,0,1,0
HY,Uzbekistan,Kyrgyzstan,0,2,0
3U,Thailand,Italy,0,3,0
KU,Italy,India,0,8,0
BA,Germany,Mexico,0,0,0
AY,Italy,United States,15,47,15
KQ,Italy,,0,4,0
CZ,Italy,Vietnam,5,1,5
LH,Italy,Paraguay,0,0,0
AZ,Tunisia,Italy,1,4,1
IB,Portugal,Italy,8,3,8
G3,Bolivia,Brazil,0,5,0
AT,Italy,Benin,0,6,0
WS,United States,Italy,0,2,0
BA,United Kingdom,Italy,30,24,30
AF,Mexico,Italy,0,0,0
HC,Italy,Senegal,0,4,0
EK,Italy,Mauritius,2,48,2
BR,Italy,Cambodia,0,1,0
MS,Italy,Iraq,0,1,0
CX,Italy,Indonesia,1,4,1
KE,South Korea,South Korea,0,0,0
VA,Australia,Australia,4,1,4
B6,United Kingdom,United States,0,0,0
LA,Peru,Brazil,2,2,2
UK,India,India,0,1,0
FR,Portugal,Italy,68,64,67
JU,Hungary,Italy,0,2,0
PR,Philippines,Philippines,14,8,14
1L,Italy,Portugal,0,0,0
FR,Italy,Austria,131,166,130
AZ,Spain,Italy,6,6,6
QR,Australia,Italy,0,1,0
QR,Italy,India,6,12,6
JU,Italy,Germany,0,0,0
HY,Germany,Uzbekistan,0,1,0
W6,Italy,Czech Republic,94,91,93
OD,Indonesia,Malaysia,0,1,0
GF,Bangladesh,Italy,0,1,0
MU,Vietnam,Italy,0,5,0
FD,Thailand,Thailand,0,35,0
OS,Italy,Indonesia,1,0,1
IB,Italy,Mexico,11,19,11
UA,Italy,,4,1,4
LG,Luxembourg,,0,0,0
KU,India,Italy,0,0,0
1L,Germany,Greece,0,0,0
DY,Norway,Norway,2,7,2
AZ,Italy,Israel,9,3,9
SQ,Italy,Vietnam,3,0,3
TK,Italy,South Africa,8,6,8
WB,Belgium,Rwanda,0,0,0
EY,United Arab Emirates,India,1,6,1
AI,Australia,Italy,0,1,0
4Z,South Africa,,0,0,0
FR,Lithuania,Italy,1,13,1
EY,Switzerland,Thailand,1,0,1
QR,United Kingdom,,0,0,0
SQ,Italy,Thailand,7,6,7
TC,Tanzania,,0,0,0
TP,Italy,Morocco,6,16,6
UG,Tunisia,Italy,0,2,0
EK,Indonesia,,0,0,0
TS,Italy,Canada,40,9,40
TC,Tanzania,Tanzania,0,5,0
BR,Japan,Italy,0,1,0
WY,Italy,Sri Lanka,0,0,0
W6,Italy,Serbia,7,5,7
FR,Spain,Hungary,1,0,1
1L,United Kingdom,Italy,0,0,0
AZ,Italy,Spain,185,134,183
AF,Italy,Tunisia,3,2,3
UP,United States,The Bahamas,0,1,0
RO,Romania,Hungary,0,0,0
KL,Italy,Dominican Republic,1,9,1
IB,Spain,Italy,58,35,57
AV,Colombia,Italy,0,8,0
EI,Italy,United States,14,10,14
MS,Egypt,Egypt,10,18,10
AZ,Italy,Brazil,6,28,6
ET,Kenya,Portugal,0,2,0
TP,Portugal,Portugal,2,3,2
QR,Italy,Indonesia,21,32,21
TK,Venezuela,Italy,1,2,1
CA,Italy,,0,3,0
1L,Greece,Italy,0,0,0
PC,Lebanon,Italy,7,1,7
IB,Italy,Peru,24,15,24
KU,Italy,Bangladesh,0,4,0
WY,Tanzania,Italy,0,0,0
EK,United States,Italy,1,2,1
CY,Egypt,Italy,0,7,0
TK,Italy,Maldives,17,17,17
V7,Italy,Greece,600,373,594
MU,Italy,Philippines,0,2,0
MU,Italy,,0,0,0
LH,Italy,Brazil,10,15,10
PW,Tanzania,Tanzania,0,0,0
J2,Italy,Belarus,0,0,0
W4,Italy,Austria,43,84,43
TP,Italy,Senegal,0,6,0
BR,Indonesia,Italy,0,4,0
FR,Italy,Jordan,21,55,21
EK,United Arab Emirates,Sweden,0,1,0
W6,Italy,United Arab Emirates,33,92,33
WY,Italy,Australia,0,19,0
UP,The Bahamas,The Bahamas,0,0,0
AM,Italy,Mexico,0,9,0
W6,Italy,Poland,88,71,87
UA,Italy,United States,61,62,60
W4,Austria,Italy,7,2,7
TK,Israel,Turkey,0,4,0
FR,Italy,Romania,43,145,43
OD,Japan,Malaysia,0,1,0
IB,Italy,United States,13,36,13
AZ,Italy,Egypt,7,60,7
H1,South Africa,South Africa,0,0,0
SK,Italy,Denmark,14,32,14
EK,Switzerland,Maldives,1,1,1
LA,Brazil,Chile,0,1,0
QR,Thailand,,0,0,0
SK,Denmark,Italy,5,3,5
RJ,Greece,Jordan,0,0,0
PK,Malaysia,Pakistan,0,0,0
KQ,United Kingdom,Mauritius,1,0,1
SV,Italy,Malaysia,0,4,0
PG,Thailand,Thailand,22,20,22
BA,Chile,Italy,0,0,0
EY,Pakistan,Italy,0,0,0
AZ,Albania,United States,0,1,0
5U,Guatemala,Guatemala,0,0,0
AY,Latvia,,0,0,0
AI,India,Italy,0,5,0
LY,Israel,Italy,0,0,0
CA,Singapore,Italy,0,3,0
MH,Italy,Malaysia,0,8,0
EK,Italy,Thailand,19,11,19
UX,Italy,,0,0,0
AC,Italy,,0,5,0
ET,Italy,,0,6,0
TK,United Kingdom,Turkey,0,1,0
CX,Turkey,Hong Kong,0,2,0
SV,Italy,,0,3,0
FR,Italy,Albania,0,20,0
AF,Niger,Italy,0,1,0
SQ,Italy,Cambodia,0,3,0
