carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,827,1784,819
FR,Italy,Italy,5284,9358,5232
NO,Italy,Egypt,114,40,113
NO,Italy,Spain,25,27,25
FR,Italy,Spain,2630,5108,2604
FR,Italy,Morocco,167,381,165
AZ,Italy,United States,233,1401,231
AZ,Italy,,0,152,0
IB,Italy,Spain,242,215,240
LA,Italy,Brazil,22,47,22
NO,Italy,Dominican Republic,11,11,11
FR,Italy,Malta,477,853,472
FR,Italy,Greece,710,1381,703
AZ,Italy,Tunisia,17,52,17
W6,Italy,Egypt,156,220,154
QR,Italy,,0,16,0
NO,Egypt,Italy,22,5,22
KM,Malta,Italy,0,9,0
TU,Italy,Tunisia,0,119,0
FR,Italy,United Kingdom,620,789,614
LY,Israel,Italy,2,12,2
W6,Italy,United Arab Emirates,59,161,58
AZ,Italy,Algeria,9,23,9
AT,Morocco,Italy,8,56,8
FR,Italy,Jordan,31,61,31
V7,Italy,Italy,1332,1083,1319
NO,Italy,Madagascar,1,1,1
MS,Italy,Egypt,0,137,0
IB,Spain,Italy,80,49,79
FR,Italy,Austria,228,304,226
U2,Italy,Spain,1052,253,1042
UX,Spain,Spain,13,11,13
EI,Italy,United States,31,7,31
FR,Italy,Germany,308,383,305
TK,Italy,,0,54,0
SM,Egypt,Italy,12,59,12
AT,Italy,Morocco,38,177,38
NO,Italy,United States,27,6,27
UG,Italy,Tunisia,0,8,0
KL,Italy,,17,71,17
NO,Spain,Italy,2,5,2
AZ,Tunisia,Italy,2,17,2
FR,Italy,Belgium,180,258,178
SM,Italy,Egypt,36,213,36
SK,Italy,Denmark,10,24,10
FR,Italy,Portugal,311,681,308
LX,Italy,,0,22,0
WY,Italy,Thailand,4,89,4
IB,Italy,United States,20,37,20
AZ,Italy,Spain,34,187,34
PR,Philippines,Philippines,9,8,9
UG,Tunisia,Italy,0,1,0
TG,Thailand,Thailand,5,8,5
LX,Italy,United States,64,83,63
JU,Italy,Turkey,17,18,17
TU,Tunisia,Italy,0,14,0
W6,Italy,Jordan,49,80,49
EK,Sri Lanka,,0,5,0
JU,Italy,Serbia,49,27,49
9U,Italy,Moldova,0,17,0
B6,United States,United States,0,22,0
TP,Italy,United States,32,51,32
NO,Italy,Maldives,1,2,1
LA,Italy,Argentina,1,4,1
LH,Italy,,0,79,0
FR,Italy,Republic of Ireland,176,208,174
AY,Italy,United States,13,27,13
GQ,Greece,Greece,29,24,29
JL,Italy,Japan,2,3,2
FR,Spain,Italy,416,475,412
AZ,Italy,Morocco,8,27,8
WT,Spain,Spain,0,0,0
CY,France,Lebanon,0,0,0
TK,Kuwait,Italy,0,1,0
JU,Serbia,Italy,11,12,11
AZ,United States,Italy,4,14,4
EY,India,United Arab Emirates,0,0,0
CZ,Italy,Singapore,0,3,0
NO,Mexico,Italy,3,1,3
FR,Italy,Romania,103,239,102
JU,Turkey,Italy,12,2,12
LH,Italy,Thailand,61,153,60
EK,Italy,United States,87,41,86
OS,Italy,,0,6,0
EK,Turkey,Mauritius,0,0,0
LG,Italy,Luxembourg,7,28,7
LY,Italy,Israel,28,34,28
AZ,Italy,Israel,2,8,2
3M,United States,The Bahamas,0,1,0
AZ,Italy,Germany,18,57,18
JL,Japan,Japan,14,8,14
QR,Italy,Thailand,30,58,30
FR,Portugal,Italy,72,75,71
FR,Italy,Czech Republic,97,176,96
CY,Cyprus,Lebanon,1,0,1
W6,United Arab Emirates,Italy,10,16,10
FR,Italy,Bulgaria,41,49,41
KL,Italy,United States,58,262,57
AF,Italy,,0,38,0
TK,Italy,United States,22,26,22
LH,Italy,United States,160,158,158
AR,Italy,Argentina,0,100,0
TU,France,Tunisia,0,8,0
PU,Spain,Peru,0,2,0
FR,Italy,Denmark,112,205,111
LG,Italy,,0,1,0
UX,Spain,Italy,11,16,11
AY,Italy,,0,5,0
NT,Spain,Spain,0,3,0
FR,Italy,Netherlands,52,92,51
UA,Italy,,16,8,16
FR,Italy,Croatia,95,266,94
JU,Italy,Egypt,0,17,0
4Z,South Africa,South Africa,1,2,1
FR,Italy,France,418,733,414
JU,Egypt,Italy,0,4,0
W6,Italy,Hungary,66,108,65
EK,Italy,,0,12,0
TP,Italy,,0,8,0
CZ,Italy,Australia,0,10,0
AZ,France,Italy,14,21,14
EY,Italy,,6,1,6
EY,Italy,India,3,12,3
VY,Spain,Italy,260,138,257
IB,Morocco,Italy,2,11,2
IB,Italy,Uruguay,0,3,0
RJ,United Arab Emirates,Italy,0,5,0
TK,Italy,Turkey,137,343,136
QR,Italy,Sri Lanka,7,4,7
AZ,Italy,Japan,46,139,46
IB,Italy,Brazil,0,6,0
UG,Tunisia,Tunisia,0,1,0
EY,Australia,Italy,1,5,1
LA,Colombia,Colombia,19,20,19
IB,Italy,Senegal,1,5,1
LA,Brazil,Colombia,0,0,0
ET,Italy,,0,3,0
2W,Spain,Dominican Republic,0,10,0
TP,Italy,Brazil,67,204,66
PK,Pakistan,Pakistan,0,2,0
TK,Turkey,Italy,18,40,18
AF,United States,,0,0,0
GF,Italy,Thailand,0,32,0
PR,Singapore,Australia,0,0,0
FR,Italy,Sweden,61,124,60
EN,Italy,,0,3,0
QR,United Kingdom,Pakistan,0,1,0
FR,Greece,Italy,94,115,93
CI,Italy,Indonesia,3,35,3
KL,Italy,Dominican Republic,5,19,5
LX,Italy,Brazil,12,18,12
IB,Costa Rica,Italy,1,13,1
LX,Italy,Iceland,1,13,1
KU,United Kingdom,Thailand,0,0,0
NO,Italy,Mexico,5,13,5
SK,Italy,Faroe Islands,0,0,0
AZ,Italy,Thailand,5,11,5
SV,Egypt,United Arab Emirates,0,1,0
LH,Republic of Ireland,,0,0,0
Z2,Philippines,Thailand,0,1,0
KU,Italy,Philippines,4,3,4
LH,Italy,Indonesia,0,5,0
AT,Italy,Cape Verde,0,4,0
SL,Thailand,Thailand,0,6,0
SK,Italy,Iceland,11,64,11
CI,Germany,Indonesia,0,0,0
IB,Italy,Dominican Republic,10,12,10
TP,Portugal,China,0,1,0
IB,Italy,France,0,0,0
IB,Spain,Portugal,1,1,1
MS,Italy,Bangladesh,0,9,0
EW,Germany,Italy,134,87,133
UX,Italy,Brazil,4,16,4
ET,Kenya,Ethiopia,0,0,0
LA,Peru,Peru,5,3,5
MH,Malaysia,Malaysia,10,3,10
IB,Spain,Colombia,1,0,1
UX,Italy,Tunisia,3,7,3
AV,Spain,Mexico,1,2,1
AF,Italy,Faroe Islands,4,11,4
AM,Mexico,Italy,0,3,0
IB,Italy,Colombia,35,21,35
MS,Egypt,Italy,0,65,0
MU,Italy,Indonesia,0,9,0
FR,Romania,Italy,19,42,19
QR,Italy,Maldives,18,41,18
LJ,South Korea,Japan,0,0,0
JZ,Peru,Peru,0,7,0
IB,Spain,Mexico,0,0,0
FR,Portugal,Portugal,9,15,9
NH,Italy,Japan,2,19,2
H2,Peru,Peru,0,21,0
LA,Colombia,Italy,0,5,0
WS,Canada,Republic of Ireland,0,5,0
TS,Canada,,0,1,0
ET,Nigeria,Italy,0,0,0
EK,United States,Italy,11,4,11
MU,Australia,United Arab Emirates,0,0,0
VS,United Kingdom,United States,0,6,0
E9,Spain,Dominican Republic,1,0,1
8F,Portugal,São Tomé and Príncipe,0,0,0
GF,Italy,,0,1,0
U2,Italy,Italy,2150,275,2129
KU,Qatar,Pakistan,0,0,0
BA,Italy,Japan,0,0,0
LH,Italy,Brazil,19,46,19
AI,Italy,,0,0,0
JQ,Australia,Indonesia,2,1,2
AZ,Italy,Egypt,7,49,7
IB,Spain,Belgium,0,0,0
AH,Italy,Algeria,0,11,0
AZ,Italy,Costa Rica,0,1,0
MU,China,Italy,0,4,0
QR,Turkey,,0,0,0
UX,Colombia,Italy,2,22,2
AF,France,,0,12,0
KM,United Kingdom,Italy,0,0,0
IB,Spain,France,6,0,6
AY,United States,Italy,0,0,0
SQ,Italy,Cook Islands,0,0,0
AT,Italy,,0,1,0
SQ,United Arab Emirates,China,0,0,0
AR,Argentina,Spain,0,7,0
FR,Malta,Italy,33,56,33
LA,New Zealand,Australia,1,3,1
EY,Italy,Maldives,12,12,12
BR,Italy,Japan,0,18,0
U2,France,Italy,215,34,213
AZ,Italy,Brazil,16,69,16
FR,United Kingdom,Italy,162,139,160
AF,France,United States,0,5,0
IB,Italy,Morocco,3,10,3
QR,Italy,Qatar,2,2,2
EK,Malaysia,Switzerland,0,0,0
HY,Uzbekistan,Uzbekistan,0,5,0
TK,Maldives,Italy,0,0,0
SN,Italy,Guatemala,0,1,0
CA,Italy,,0,17,0
FR,Bulgaria,Italy,13,16,13
UP,The Bahamas,The Bahamas,0,0,0
W6,Italy,Serbia,8,20,8
FR,Netherlands,Italy,25,32,25
BA,Italy,United States,288,393,285
FR,Spain,Spain,82,54,81
UP,United States,The Bahamas,0,3,0
LA,United States,Brazil,0,2,0
