carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,588,1603,582
FR,Italy,Italy,4415,8590,4371
FR,Italy,Spain,2463,5609,2439
NO,Italy,Spain,0,17,0
FR,Italy,Morocco,234,512,232
LA,Italy,Brazil,9,74,9
W6,Italy,Egypt,225,219,223
W6,Italy,Italy,883,1274,874
KL,Italy,United States,100,334,99
AZ,Italy,United States,204,1072,202
LH,Italy,United States,175,169,173
AT,Italy,Morocco,90,220,89
AZ,Italy,,0,135,0
SM,Italy,Egypt,44,346,44
AZ,Italy,Tunisia,13,38,13
TU,Italy,Tunisia,0,56,0
KM,Malta,Italy,0,21,0
W6,Italy,Morocco,62,69,61
BA,Italy,United States,254,734,251
FR,Italy,Greece,848,1670,840
IB,Spain,Italy,60,30,59
AT,Morocco,Italy,20,39,20
AZ,Italy,France,45,160,45
NO,Italy,United States,0,2,0
FR,Italy,Malta,314,649,311
FR,Italy,Portugal,434,852,430
V7,Italy,Italy,732,658,725
QR,Italy,,0,50,0
FR,Italy,United Kingdom,468,815,463
FR,Spain,Italy,366,404,362
BA,Italy,,21,92,21
TK,Italy,,0,27,0
LA,Colombia,Colombia,16,23,16
TU,Tunisia,Italy,0,12,0
IB,Italy,Spain,226,163,224
TK,Italy,United States,7,13,7
FR,Italy,Croatia,71,197,70
FR,Italy,Austria,302,459,299
AZ,Tunisia,Italy,2,3,2
FR,Italy,Czech Republic,143,247,142
LH,Italy,Brazil,17,23,17
AS,United States,United States,0,18,0
AZ,Italy,Spain,36,158,36
W6,Italy,Jordan,75,62,74
W6,Italy,United Arab Emirates,83,122,82
UG,Tunisia,Italy,0,1,0
IB,Italy,United States,26,174,26
LX,Italy,United States,56,76,55
FR,Italy,France,446,887,442
AF,Italy,Brazil,15,26,15
AF,Italy,United States,122,107,121
SM,Egypt,Italy,9,40,9
LG,Italy,Luxembourg,7,18,7
UX,Spain,Spain,17,17,17
IB,Italy,Dominican Republic,8,5,8
LH,Italy,Canada,13,57,13
AY,Italy,,0,10,0
AC,France,Canada,0,8,0
LX,Italy,Hong Kong,1,6,1
LH,Italy,South Korea,18,15,18
MS,Egypt,Egypt,0,33,0
AZ,Italy,Egypt,9,37,9
4Z,South Africa,South Africa,0,5,0
AZ,Italy,Japan,70,261,69
RO,Moldova,Italy,0,1,0
LA,Mexico,Peru,0,6,0
NO,Italy,Maldives,0,1,0
GQ,Greece,Greece,24,37,24
NO,Italy,Madagascar,0,0,0
OZ,Italy,,0,4,0
TK,Italy,Singapore,3,34,3
TU,France,Tunisia,0,4,0
MS,Italy,Egypt,0,140,0
FR,Italy,Germany,214,371,212
BA,United States,United States,0,6,0
LH,Germany,Italy,48,63,48
UG,Italy,Tunisia,0,5,0
LA,Italy,,0,2,0
LH,Italy,Sri Lanka,0,0,0
LH,Italy,Germany,146,217,145
AZ,Morocco,Italy,3,7,3
IB,Italy,,7,16,7
FR,Italy,Sweden,67,126,66
AZ,Egypt,Italy,1,4,1
LX,Italy,,0,25,0
TK,Italy,Argentina,0,4,0
WS,Italy,United States,1,9,1
NO,Italy,Mexico,0,11,0
FR,Italy,Cyprus,21,76,21
AF,Italy,Dominican Republic,1,7,1
PW,Tanzania,Tanzania,0,6,0
RJ,Italy,Jordan,2,17,2
SQ,United Arab Emirates,Indonesia,0,0,0
EK,Italy,Indonesia,86,7,85
BR,Italy,,0,2,0
AR,Argentina,Argentina,0,7,0
MH,Malaysia,Malaysia,8,18,8
KM,Malta,Netherlands,0,0,0
TK,Belgium,,0,0,0
W6,Italy,Romania,198,285,196
FR,Italy,Belgium,205,311,203
EK,Italy,,0,12,0
EI,Italy,United States,36,15,36
TK,Senegal,Italy,0,5,0
SL,Thailand,Thailand,0,13,0
WY,Italy,Thailand,11,143,11
FR,Italy,Norway,14,101,14
KL,Italy,Faroe Islands,0,6,0
AZ,Italy,Maldives,1,10,1
IB,Italy,Colombia,21,29,21
QR,France,India,0,8,0
TP,Italy,United States,16,21,16
NO,Italy,Dominican Republic,0,2,0
FR,Italy,Jordan,30,51,30
MH,United Kingdom,Australia,11,16,11
FR,Italy,Denmark,188,248,186
AY,Italy,United States,7,55,7
IB,Italy,Morocco,8,14,8
WY,Italy,Australia,0,15,0
AC,Italy,Canada,15,94,15
DY,Sweden,Norway,1,3,1
FR,Portugal,Portugal,8,7,8
OS,Italy,Austria,72,141,71
FR,Germany,Italy,72,157,71
FR,Netherlands,Italy,35,32,35
WY,Italy,,0,0,0
KL,Italy,Dominican Republic,3,42,3
NO,Italy,Senegal,0,17,0
W6,Italy,Spain,291,597,288
FR,Spain,Spain,65,42,64
UK,India,India,1,4,1
PG,Thailand,Thailand,43,63,43
FR,United Kingdom,Italy,136,144,135
LA,Bolivia,Chile,0,1,0
AZ,Italy,Mexico,0,66,0
AZ,Italy,French Polynesia,0,2,0
JU,Italy,Egypt,0,15,0
SQ,Italy,Thailand,19,25,19
CA,Italy,Thailand,0,3,0
LH,Italy,,0,46,0
FR,Italy,Republic of Ireland,134,253,133
LO,Poland,Poland,0,0,0
KE,South Korea,South Korea,0,0,0
U2,Italy,Spain,961,192,951
KL,Italy,,11,40,11
TP,Portugal,Portugal,6,14,6
AT,Belgium,Morocco,1,4,1
SP,Portugal,Portugal,5,3,5
SQ,Italy,Japan,0,0,0
QR,Italy,Pakistan,0,0,0
UK,India,United Arab Emirates,0,0,0
EW,Italy,Germany,73,101,72
UX,Italy,Spain,10,34,10
QR,United Arab Emirates,Italy,0,3,0
LH,Italy,French Polynesia,0,2,0
ET,Italy,South Africa,15,10,15
NO,Spain,Italy,0,4,0
CM,United States,Ecuador,0,0,0
FR,Italy,Hungary,138,292,137
LX,Italy,China,0,1,0
AZ,United States,,0,0,0
LH,Mexico,Italy,0,0,0
CA,Italy,Vietnam,0,1,0
AZ,Israel,Italy,2,2,2
