carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,501,1662,496
FR,Italy,Italy,2789,5405,2761
AZ,Italy,United States,131,602,130
NO,Italy,Egypt,41,62,41
FR,Italy,Spain,1630,3103,1614
AZ,Italy,,0,77,0
FR,Italy,Morocco,117,261,116
LA,Italy,Brazil,22,44,22
NO,Italy,Spain,17,7,17
JU,Italy,Serbia,52,33,51
SM,Egypt,Italy,7,35,7
BA,United States,United States,0,0,0
KL,Italy,Dominican Republic,5,7,5
BA,Italy,United States,134,164,133
W6,Italy,Egypt,129,250,128
AZ,United States,Italy,11,11,11
LH,Italy,,0,63,0
TK,Italy,Turkey,93,146,92
EY,Italy,,7,5,7
W6,Italy,United Arab Emirates,32,114,32
TU,Tunisia,Italy,0,7,0
BA,Italy,,12,1,12
AZ,Italy,Morocco,7,26,7
AZ,United States,United States,0,0,0
NO,Spain,Italy,6,5,6
JU,Italy,Turkey,6,21,6
LH,Italy,United States,128,153,127
NO,Italy,United States,24,8,24
IB,Spain,Italy,42,19,42
AZ,Egypt,Italy,1,16,1
TK,Italy,,0,15,0
AD,Brazil,Italy,0,26,0
TU,Italy,Tunisia,0,82,0
JU,Turkey,Italy,3,9,3
U2,Italy,Spain,748,156,741
NO,Egypt,Italy,28,10,28
FR,Italy,Germany,153,268,151
LH,United States,United States,0,0,0
SM,Italy,Egypt,24,130,24
U2,Italy,Malta,59,32,58
BA,United States,Italy,11,1,11
MS,Italy,Egypt,0,75,0
AF,Italy,United States,91,45,90
IB,Italy,Spain,166,158,164
LA,Peru,Peru,7,4,7
NO,Italy,Madagascar,2,4,2
XQ,Italy,Turkey,3,4,3
SQ,Italy,Thailand,9,6,9
FR,Italy,Greece,482,852,477
FR,Italy,Denmark,73,138,72
AM,Italy,,0,0,0
TK,Italy,United States,20,22,20
RJ,Lebanon,Italy,0,0,0
W6,Italy,Jordan,41,33,41
NO,Italy,Mexico,8,31,8
LA,Colombia,Colombia,14,10,14
AY,Italy,United States,12,42,12
IB,Italy,Colombia,21,17,21
AZ,Italy,Tunisia,7,34,7
AF,Italy,,8,19,8
TC,Tanzania,Tanzania,0,1,0
NO,United States,Italy,3,0,3
IB,Italy,United States,22,83,22
IB,Italy,,0,3,0
IB,Spain,France,1,3,1
AZ,Italy,Indonesia,0,5,0
V7,Italy,Italy,793,856,785
FR,Italy,Poland,62,123,61
FR,United Kingdom,Italy,94,105,93
AR,Argentina,Argentina,0,10,0
NO,Italy,Dominican Republic,3,27,3
JQ,Indonesia,Singapore,0,1,0
FR,Italy,Malta,272,559,269
JL,Italy,Japan,3,12,3
FR,Italy,Republic of Ireland,86,146,85
KL,Italy,United States,43,59,43
FR,Spain,Italy,276,342,273
QR,Italy,,0,8,0
TP,Italy,United States,15,22,15
AT,Italy,Morocco,47,129,47
LO,Poland,Israel,0,0,0
VS,France,United States,0,1,0
IB,Italy,Dominican Republic,9,7,9
LH,United States,Egypt,0,0,0
UG,Tunisia,Italy,0,1,0
AZ,United States,Egypt,0,0,0
LX,Italy,,0,29,0
FR,Spain,Spain,61,38,60
TU,Tunisia,Turkey,0,0,0
KU,Italy,India,1,0,1
LX,Italy,United States,38,70,38
NO,Italy,Cape Verde,2,1,2
FR,Italy,Austria,133,236,132
G3,Brazil,Brazil,0,23,0
LY,Italy,Israel,14,7,14
MU,Italy,Japan,0,19,0
IB,Spain,United States,2,2,2
FR,Italy,Portugal,214,363,212
AZ,Germany,Italy,6,24,6
UG,Italy,Tunisia,0,9,0
QR,Thailand,Italy,5,2,5
WY,Italy,,0,2,0
