carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,666,1611,659
FR,Italy,Italy,4277,7339,4235
AZ,Italy,United States,209,1059,207
NO,Italy,Egypt,84,72,83
FR,Italy,Spain,2260,4023,2238
LA,Italy,Brazil,21,58,21
TK,Italy,Turkey,147,451,146
FR,Italy,Morocco,215,404,213
NO,Spain,Italy,10,8,10
AZ,Italy,,1,118,1
W6,Italy,Egypt,148,314,147
TU,Tunisia,Italy,0,29,0
NO,Italy,Spain,15,20,15
TU,Italy,Tunisia,0,84,0
NO,Italy,United States,18,2,18
AZ,Italy,Morocco,13,53,13
KM,Malta,Italy,0,19,0
AT,Italy,Morocco,47,199,47
AF,Italy,United States,114,271,113
IB,Italy,Spain,185,143,183
W6,Italy,United Arab Emirates,29,146,29
TK,Turkey,Italy,21,58,21
LH,Italy,,0,52,0
CY,Egypt,Italy,0,0,0
MU,Australia,Italy,0,1,0
AT,Morocco,Italy,17,17,17
NO,Italy,Senegal,28,18,28
W6,Italy,Jordan,86,70,85
FR,Italy,Greece,721,1166,714
AZ,Italy,Tunisia,11,54,11
EI,Italy,United States,22,16,22
JU,Italy,Turkey,10,39,10
FR,Italy,France,377,537,373
QR,Italy,,0,15,0
JU,Turkey,Italy,3,7,3
IB,Italy,Argentina,9,23,9
FR,Italy,Austria,179,264,177
FR,Italy,United Kingdom,564,690,558
LX,Italy,United States,48,70,48
V7,Italy,Italy,968,1047,958
NO,Egypt,Italy,40,11,40
BR,France,Taiwan,0,0,0
AZ,France,,0,0,0
KL,Italy,Dominican Republic,7,23,7
NO,Italy,Dominican Republic,8,5,8
EK,Italy,,0,13,0
EY,Italy,Indonesia,30,19,30
FR,Italy,Malta,393,662,389
NP,Egypt,Egypt,0,7,0
GQ,Greece,Greece,28,14,28
TK,Italy,,0,22,0
FR,Spain,Italy,461,487,456
EY,Italy,,7,13,7
IB,Spain,Italy,71,29,70
UG,Italy,Tunisia,0,5,0
IB,Portugal,Italy,17,7,17
FR,Italy,Portugal,313,587,310
EK,Italy,Mauritius,1,54,1
TP,Italy,United States,12,36,12
LG,Italy,Luxembourg,8,18,8
LA,Chile,Brazil,7,13,7
FR,Italy,Belgium,140,184,139
SM,Egypt,Italy,7,44,7
SV,Italy,Kenya,1,14,1
EK,United States,Italy,4,2,4
UG,Tunisia,Italy,0,4,0
NO,Italy,Madagascar,3,1,3
TG,Thailand,Thailand,10,4,10
AZ,Italy,Spain,66,205,65
SM,Italy,Egypt,28,156,28
QR,Italy,Thailand,38,121,38
FR,Italy,Jordan,19,70,19
LH,Italy,United States,201,179,199
U2,Italy,Spain,967,239,957
TK,Italy,United States,9,14,9
U2,Italy,Malta,75,26,74
IB,Italy,Dominican Republic,6,7,6
FR,Italy,Hungary,128,211,127
KL,Italy,United States,72,157,71
NO,Italy,Maldives,3,1,3
KU,Italy,India,1,0,1
AZ,Italy,Japan,79,265,78
CA,China,Italy,0,14,0
TG,Thailand,Malaysia,0,3,0
NO,Italy,Mexico,4,7,4
LH,Italy,Guatemala,0,2,0
AZ,Tunisia,Italy,2,5,2
DX,Italy,Italy,0,111,0
G3,Brazil,Brazil,0,21,0
KL,Italy,,14,31,14
FR,Italy,Czech Republic,89,143,88
JU,Italy,Serbia,48,40,48
MH,Malaysia,Malaysia,4,2,4
MS,Italy,Egypt,0,48,0
AZ,Italy,Brazil,19,55,19
AH,Italy,Senegal,0,5,0
TK,Pakistan,France,0,5,0
QZ,Indonesia,Indonesia,0,46,0
U2,Italy,Italy,2068,232,2048
FR,Italy,Poland,103,179,102
FR,Germany,Italy,70,97,69
FR,Italy,Germany,217,324,215
BR,Indonesia,Italy,0,7,0
AY,Italy,,0,0,0
TP,Portugal,Portugal,2,9,2
IB,Peru,Italy,6,5,6
PW,Tanzania,Tanzania,0,4,0
AK,Maldives,Singapore,0,4,0
PC,Kazakhstan,Italy,2,3,2
BA,United Kingdom,Italy,18,16,18
AZ,Italy,Egypt,15,60,15
MU,Italy,Indonesia,0,13,0
UX,Portugal,Italy,0,0,0
EY,United Arab Emirates,India,0,1,0
AS,United States,United States,0,10,0
AZ,Italy,Belgium,14,57,14
TK,Italy,The Gambia,0,18,0
SK,Norway,Norway,3,3,3
AZ,Italy,Dominican Republic,0,4,0
SQ,India,,0,0,0
UA,Italy,,35,23,35
PR,United States,,0,0,0
TU,France,Tunisia,0,21,0
AI,Thailand,Italy,0,1,0
FR,Italy,Romania,81,253,80
UG,Tunisia,Malta,0,0,0
FR,Netherlands,Italy,22,23,22
MS,Italy,Ghana,0,2,0
KL,Italy,Panama,1,6,1
FR,Poland,Italy,43,59,43
NT,Spain,Spain,0,14,0
FR,United Kingdom,Italy,173,146,171
UX,Spain,Colombia,1,0,1
LA,Italy,Argentina,15,13,15
B6,United Kingdom,United States,0,0,0
TK,Italy,Kenya,2,6,2
3M,United States,The Bahamas,0,0,0
W6,United Arab Emirates,Italy,4,13,4
EK,Nepal,Italy,0,1,0
OD,Indonesia,Malaysia,0,12,0
UL,United Kingdom,Australia,0,0,0
AZ,Italy,Algeria,5,9,5
ZL,Australia,Australia,0,5,0
IB,Italy,Portugal,8,31,8
AZ,Italy,France,34,89,34
SP,Portugal,Portugal,6,11,6
W6,Italy,Poland,98,88,97
EK,Italy,South Africa,6,5,6
KU,Italy,Thailand,0,9,0
FR,Italy,Croatia,89,216,88
LA,Italy,,0,7,0
MS,Egypt,Egypt,0,21,0
BR,Italy,Indonesia,0,16,0
BA,Italy,The Bahamas,1,1,1
KM,Italy,Germany,0,7,0
TK,Italy,Egypt,2,10,2
UP,The Bahamas,The Bahamas,0,0,0
AF,Greece,,0,0,0
IB,Spain,France,3,1,3
KM,Italy,Malta,0,411,0
BR,Italy,Philippines,0,14,0
CZ,China,Italy,0,3,0
MH,India,Malaysia,0,0,0
ET,Ethiopia,France,0,0,0
LA,Peru,Peru,3,11,3
FR,Italy,Bulgaria,66,118,65
TK,Turkey,Austria,0,5,0
CM,Canada,Ecuador,1,1,1
PR,Thailand,Philippines,0,1,0
BA,Italy,United States,259,298,256
IB,Italy,Brazil,0,3,0
YP,South Korea,Japan,0,0,0
DV,Turkey,Kazakhstan,0,0,0
SK,Norway,,0,0,0
OU,Croatia,Croatia,0,0,0
VS,France,United States,0,7,0
SK,Italy,,7,5,7
EY,Italy,Maldives,4,13,4
KL,United Kingdom,Finland,1,1,1
JU,Egypt,Denmark,0,0,0
RJ,Italy,Jordan,2,12,2
1L,Italy,United Kingdom,0,0,0
EY,Switzerland,Sri Lanka,1,1,1
IB,Italy,Costa Rica,7,5,7
AZ,Italy,Argentina,20,70,20
VN,Vietnam,Thailand,0,0,0
QR,Singapore,Italy,0,1,0
VZ,Thailand,Thailand,0,20,0
TP,Italy,,0,23,0
VN,Thailand,Vietnam,0,2,0
TK,Turkey,Hungary,0,1,0
AF,Italy,Mexico,20,16,20
LH,Germany,,0,4,0
CA,Italy,Singapore,0,5,0
UP,United States,The Bahamas,0,0,0
AI,India,India,0,8,0
V7,Italy,Greece,486,393,481
EY,Switzerland,Malaysia,0,0,0
VY,Italy,Brazil,1,6,1
SQ,Italy,Thailand,6,12,6
EK,Italy,United States,81,33,80
G3,Brazil,Argentina,0,1,0
U2,Italy,Luxembourg,28,1,28
PU,Spain,Peru,0,1,0
U2,Italy,Netherlands,351,57,348
TK,Kuwait,Italy,0,4,0
JL,Italy,Japan,5,5,5
AZ,Israel,Italy,5,6,5
UL,Sri Lanka,India,2,1,2
LX,Italy,Spain,14,35,14
IB,Italy,,5,9,5
LH,Italy,Brazil,8,61,8
SM,Egypt,Egypt,2,8,2
VS,United Kingdom,United States,0,8,0
CA,Singapore,Italy,0,1,0
MS,Italy,Kenya,0,7,0
KM,Malta,Germany,0,1,0
5U,Guatemala,Guatemala,0,0,0
AI,United Arab Emirates,India,0,2,0
JU,Slovenia,Serbia,0,2,0
OS,Italy,Taiwan,0,1,0
AM,Italy,Mexico,0,20,0
SN,Italy,Cameroon,3,2,3
U2,Italy,France,882,142,873
LA,Peru,Brazil,1,0,1
