carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,626,1699,620
FR,Italy,Italy,4188,7147,4147
FR,Italy,Spain,2528,4903,2503
LA,Italy,Brazil,13,86,13
W6,Italy,Italy,971,951,961
NO,Italy,Spain,1,48,1
FR,Italy,Morocco,145,321,144
AZ,Italy,Tunisia,11,49,11
W6,Italy,Egypt,256,283,253
AZ,Italy,United States,173,990,171
LH,Italy,United States,114,187,113
FR,Italy,Germany,256,385,253
TU,Italy,Tunisia,0,67,0
KL,Italy,United States,70,276,69
IB,Italy,Spain,242,155,240
NO,Italy,Maldives,0,3,0
LH,Italy,,0,60,0
AZ,Morocco,Italy,15,37,15
FR,Italy,France,394,707,390
W6,Italy,Jordan,61,36,60
W6,Italy,Morocco,47,65,47
UX,Spain,Spain,9,13,9
SM,Italy,Egypt,54,301,53
AZ,Italy,,0,102,0
UX,Italy,Spain,23,91,23
AZ,Tunisia,Italy,3,16,3
FR,Spain,Italy,396,440,392
BA,Italy,United States,212,611,210
TK,Italy,,0,25,0
FR,Italy,Portugal,355,658,351
AF,Italy,United States,106,112,105
FR,Italy,Austria,201,299,199
AF,Italy,Dominican Republic,1,25,1
AZ,Italy,Morocco,39,127,39
LA,Colombia,Colombia,4,11,4
FR,Italy,Netherlands,50,98,50
TP,Italy,United States,16,25,16
FR,Italy,Romania,102,235,101
TK,Italy,Indonesia,8,44,8
W6,Italy,United Arab Emirates,92,93,91
W6,Italy,Albania,358,430,354
IB,Spain,Italy,54,27,53
KL,Italy,Dominican Republic,3,16,3
AF,Italy,,2,34,2
AT,Italy,Morocco,26,106,26
NO,Italy,United States,0,6,0
UG,Tunisia,Italy,0,2,0
FR,Italy,Denmark,158,218,156
G3,Brazil,Brazil,0,7,0
SM,Egypt,Italy,11,32,11
TS,Italy,Canada,8,21,8
LH,Italy,Norway,11,15,11
AZ,Germany,Italy,12,23,12
V7,Italy,Italy,661,514,654
TK,United States,Italy,3,5,3
NT,Spain,Spain,0,10,0
FR,France,Italy,60,86,59
FR,Italy,Greece,967,1080,957
UG,Italy,Tunisia,0,14,0
FR,Germany,Italy,87,108,86
LA,Brazil,Italy,4,55,4
LH,Italy,South Africa,7,10,7
AZ,Italy,Spain,25,140,25
SQ,Italy,,0,11,0
QR,Italy,,0,13,0
TK,Denmark,Pakistan,0,1,0
LA,Brazil,Brazil,3,29,3
TP,Italy,Brazil,56,152,55
MH,Malaysia,Malaysia,1,10,1
TK,Italy,Maldives,5,2,5
W6,Italy,Spain,325,570,322
W6,Italy,Czech Republic,107,124,106
BR,Italy,,0,2,0
LH,Italy,Japan,19,46,19
AZ,Italy,Brazil,16,34,16
UX,Spain,Italy,5,23,5
KU,Italy,Thailand,1,2,1
BA,United States,United States,0,7,0
TU,Tunisia,Italy,0,10,0
EW,Germany,Austria,0,4,0
FR,Italy,United Kingdom,453,615,449
EW,Germany,Italy,56,45,55
AZ,Italy,India,4,16,4
OZ,Italy,,0,4,0
AZ,United States,Italy,12,11,12
PW,Tanzania,Tanzania,0,14,0
LX,Italy,,0,15,0
LH,Italy,Brazil,14,27,14
KM,Malta,Italy,0,25,0
SK,Sweden,Spain,0,0,0
UX,Italy,Brazil,5,28,5
FR,Italy,Hungary,144,226,143
FR,Italy,Malta,351,605,348
MS,Egypt,Egypt,0,29,0
WS,Italy,United States,3,4,3
JY,Saint Vincent and the Grenadines,Barbados,0,0,0
IB,Italy,Colombia,12,31,12
LH,Italy,Spain,8,3,8
AZ,Egypt,Italy,2,7,2
WE,Thailand,Thailand,10,10,10
U2,France,Italy,231,139,229
ET,Italy,,0,4,0
NO,Spain,Italy,0,5,0
AZ,Italy,Mexico,0,22,0
NO,Italy,Dominican Republic,0,12,0
IB,Italy,,6,7,6
LH,Germany,United Kingdom,2,0,2
U2,Italy,France,837,174,829
W6,United Arab Emirates,Italy,10,29,10
TP,Portugal,Portugal,3,5,3
UX,Spain,,0,0,0
OS,Italy,Japan,6,46,6
BA,Italy,,15,67,15
W6,Italy,Greece,165,249,163
EI,Italy,United States,26,11,26
KU,Italy,Bangladesh,0,5,0
IB,Italy,Dominican Republic,14,28,14
SP,Portugal,Portugal,2,4,2
QR,Italy,Singapore,2,25,2
LH,United States,United States,0,24,0
BA,Italy,Brazil,1,3,1
LH,Germany,Italy,43,47,43
WY,Italy,Oman,1,2,1
4Z,South Africa,South Africa,0,1,0
LH,Argentina,Italy,0,2,0
FR,Italy,Poland,91,191,90
AI,Italy,,0,2,0
AY,Italy,,0,4,0
MS,Italy,Egypt,0,150,0
LH,Mexico,Italy,1,0,1
IB,Italy,Panama,11,15,11
HA,United States,United States,0,6,0
TK,Italy,Kazakhstan,0,1,0
FR,Italy,Jordan,49,72,49
EK,Slovenia,Indonesia,0,2,0
AZ,Italy,France,50,162,50
FR,Italy,Estonia,3,8,3
KM,Germany,Italy,0,0,0
AC,Italy,,0,6,0
ET,Ghana,Italy,0,0,0
LH,Italy,Israel,2,1,2
AE,Taiwan,Taiwan,0,0,0
TK,Italy,Turkey,71,220,70
FI,Italy,,0,0,0
AZ,Italy,Algeria,1,2,1
AS,United States,United States,0,10,0
EY,Italy,Thailand,10,23,10
BA,Italy,Japan,0,1,0
FR,Italy,Slovakia,10,25,10
EK,Italy,,0,20,0
AZ,Italy,French Polynesia,0,1,0
JU,Italy,Serbia,24,23,24
NP,Saudi Arabia,Egypt,0,0,0
JL,Italy,,0,5,0
PM,Spain,Spain,8,4,8
LG,Italy,Luxembourg,7,8,7
LH,Italy,Lithuania,0,0,0
TP,Italy,,0,13,0
A3,Italy,Jordan,0,1,0
EK,Italy,Mauritius,3,67,3
GF,Italy,Maldives,0,18,0
FR,Portugal,Portugal,10,6,10
MH,Malaysia,United Kingdom,0,4,0
TK,Italy,Mauritius,1,5,1
SN,Italy,Belgium,48,61,48
BA,France,,0,0,0
AZ,Mexico,Italy,0,0,0
HY,Azerbaijan,Uzbekistan,0,5,0
NP,Egypt,Turkey,0,1,0
LH,Finland,Italy,5,1,5
OU,Croatia,United Kingdom,0,0,0
AF,Italy,Costa Rica,5,2,5
QR,Indonesia,Italy,12,3,12
OS,Italy,Hungary,2,5,2
W6,Italy,Hungary,172,121,170
9U,Italy,Moldova,0,37,0
LH,Italy,Guatemala,0,5,0
TK,Italy,United States,7,4,7
UP,United States,The Bahamas,0,1,0
TK,Venezuela,Italy,1,3,1
BA,United States,Mexico,0,0,0
A3,Italy,Georgia,0,3,0
BR,Italy,South Korea,0,3,0
FR,Italy,Lithuania,10,27,10
LO,Turkey,Italy,0,0,0
GF,Italy,,0,0,0
LH,Italy,Netherlands,3,18,3
WY,Italy,Malaysia,2,27,2
AV,Colombia,Italy,1,8,1
TG,Thailand,Thailand,7,9,7
LH,Italy,Canada,6,33,6
U2,Italy,Egypt,138,88,137
EK,United States,Italy,11,5,11
UX,Italy,Argentina,8,22,8
1L,Italy,Czech Republic,0,0,0
KM,Malta,France,0,2,0
NP,Egypt,Egypt,0,8,0
JL,Italy,Japan,0,4,0
IB,Italy,Mexico,7,25,7
AF,Australia,Italy,0,0,0
SN,Italy,Sweden,0,6,0
ET,Thailand,Italy,0,1,0
TK,Turkey,Italy,18,33,18
EK,China,Italy,0,2,0
AC,Canada,Italy,1,4,1
W6,Italy,Bulgaria,29,68,29
FR,Italy,Israel,18,55,18
TP,Brazil,Spain,0,3,0
SQ,Italy,Philippines,5,4,5
LH,United Kingdom,Italy,1,0,1
B6,France,United States,0,0,0
W6,Italy,Iceland,47,49,47
TN,French Polynesia,United States,0,1,0
JU,Italy,Israel,0,1,0
FR,Slovakia,Italy,3,5,3
BR,Vietnam,Italy,0,0,0
AT,Italy,United States,1,1,1
FR,Italy,Cyprus,26,46,26
TU,France,,0,0,0
U2,Italy,Italy,1655,193,1639
QR,Italy,Taiwan,0,0,0
EK,Malaysia,,0,0,0
FR,Portugal,Italy,63,80,62
TK,Italy,Belarus,0,0,0
EY,Italy,Sri Lanka,0,5,0
AZ,Italy,Japan,57,154,56
LH,Italy,Chile,0,4,0
AZ,Israel,Italy,2,1,2
EK,Italy,Nepal,0,2,0
