carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,840,1887,832
FR,Italy,Italy,4455,6699,4411
AZ,Italy,United States,471,856,466
FR,Italy,Morocco,254,445,251
NO,Italy,Egypt,26,52,26
LA,Italy,Brazil,41,61,41
NO,Italy,Spain,18,28,18
FR,Italy,Spain,2034,3307,2014
W6,Italy,United Arab Emirates,45,144,45
JU,Turkey,Italy,13,14,13
W6,Italy,Egypt,146,260,145
TU,Italy,Tunisia,0,78,0
V7,Italy,Italy,1000,999,990
NO,Italy,United States,13,6,13
UG,Tunisia,Italy,0,2,0
MS,Egypt,Egypt,0,13,0
SM,Egypt,Italy,13,26,13
AZ,Italy,,0,113,0
JU,Italy,Turkey,19,70,19
AT,Italy,Morocco,65,164,64
AZ,Italy,Tunisia,11,49,11
AZ,Italy,Morocco,8,41,8
TK,Italy,Turkey,137,236,136
AT,Morocco,Italy,12,28,12
FR,Italy,Malta,416,549,412
AZ,Tunisia,Italy,2,18,2
U2,Italy,Italy,1998,264,1978
AI,India,India,0,11,0
TU,Tunisia,Italy,0,16,0
NO,Egypt,Italy,14,10,14
IB,Italy,Spain,140,164,139
U2,Italy,Spain,1038,188,1028
LX,Italy,,0,6,0
FR,France,Italy,79,62,78
UX,Spain,Spain,11,7,11
MS,Italy,Egypt,0,43,0
TK,Turkey,Italy,14,31,14
NO,Italy,Senegal,9,13,9
TK,Italy,,0,21,0
UG,Italy,Tunisia,0,8,0
W6,Italy,Jordan,64,55,63
FR,Italy,Romania,120,272,119
MH,Malaysia,,0,6,0
NO,Mexico,Italy,8,6,8
AZ,Italy,Algeria,7,16,7
KM,Malta,Italy,0,15,0
LH,Italy,,0,57,0
FR,Italy,United Kingdom,454,558,450
AZ,Italy,Egypt,9,61,9
FR,Italy,Jordan,23,26,23
LX,Italy,United States,31,41,31
SM,Italy,Egypt,33,121,33
FR,Spain,Italy,364,406,360
AZ,Italy,Japan,56,201,55
FR,Italy,Czech Republic,159,277,157
FR,Italy,Belgium,160,182,158
NO,Italy,Dominican Republic,20,17,20
JU,Italy,Serbia,70,44,69
AZ,Egypt,Italy,3,33,3
FR,Italy,Poland,95,168,94
EY,Italy,Indonesia,35,26,35
AZ,Albania,United States,1,1,1
FR,Italy,Croatia,115,205,114
EK,Italy,,0,4,0
KL,Italy,United States,45,197,45
FR,Italy,France,341,485,338
W4,Italy,Italy,1642,2005,1626
FR,Italy,Greece,658,885,651
NO,Italy,Mexico,7,6,7
BR,Indonesia,Italy,0,11,0
LH,Italy,United States,145,165,144
W6,Bulgaria,Italy,4,21,4
KL,Italy,Dominican Republic,1,31,1
1L,Italy,Czech Republic,0,0,0
GQ,Greece,Greece,30,31,30
1L,Italy,Spain,0,0,0
OB,Bolivia,Argentina,0,1,0
BR,Italy,,0,0,0
AH,Italy,Senegal,0,0,0
AI,Thailand,Italy,0,1,0
QR,Italy,,0,16,0
UA,Italy,United States,54,34,53
NO,United States,Italy,3,0,3
AZ,Morocco,Italy,2,2,2
MS,Egypt,Italy,0,20,0
BA,Italy,Japan,0,1,0
LA,Argentina,Chile,4,10,4
IB,Colombia,Spain,0,2,0
FR,Italy,Bulgaria,40,72,40
LY,Austria,Israel,2,0,2
AT,Italy,Senegal,2,21,2
EY,Spain,Pakistan,0,0,0
CM,Costa Rica,Italy,0,0,0
CY,Italy,Egypt,0,4,0
UX,Spain,Colombia,1,0,1
TP,Italy,United States,19,41,19
DX,Italy,Italy,0,116,0
AZ,Italy,Australia,0,6,0
PW,Tanzania,Kenya,0,2,0
FR,Germany,Italy,80,126,79
AZ,Italy,India,3,19,3
TG,Thailand,Thailand,6,3,6
AC,Canada,United States,1,5,1
AS,United States,United States,0,14,0
FR,Greece,Italy,80,78,79
AZ,Italy,Israel,1,6,1
U2,Italy,United Kingdom,281,65,278
TK,Italy,Egypt,11,21,11
FR,Italy,Lithuania,16,18,16
KM,Malta,Austria,0,0,0
FR,Italy,Germany,250,305,248
NO,Italy,Maldives,2,4,2
QR,Nepal,Italy,1,2,1
NP,Egypt,Egypt,0,3,0
FR,Romania,Italy,29,34,29
LA,Peru,Italy,3,11,3
EI,Italy,United States,24,8,24
MS,Italy,Kenya,0,12,0
AH,Italy,Algeria,0,8,0
XY,Saudi Arabia,Egypt,0,4,0
W6,Italy,Bulgaria,30,52,30
1L,Italy,Italy,0,0,0
IB,Italy,Colombia,26,14,26
AY,Italy,United States,21,66,21
4Z,South Africa,South Africa,0,6,0
KL,United States,Turkey,3,0,3
TP,Portugal,Portugal,2,3,2
RJ,United Arab Emirates,Jordan,0,1,0
IB,Italy,United States,9,49,9
TK,Italy,United States,12,12,12
BR,Thailand,Italy,0,1,0
W6,United Arab Emirates,Italy,4,16,4
UX,Spain,Portugal,0,1,0
JZ,Peru,Peru,0,12,0
ET,Mozambique,Italy,1,6,1
KU,Italy,India,3,7,3
IB,Italy,Peru,28,21,28
KL,Italy,,18,44,18
TP,Italy,Brazil,22,144,22
MH,Malaysia,Malaysia,3,7,3
EK,United States,Italy,5,7,5
AR,Argentina,Argentina,0,17,0
SK,Italy,,1,4,1
QR,Malaysia,,0,0,0
VS,United Kingdom,United States,9,11,9
IB,Spain,Italy,67,31,66
G3,Brazil,Brazil,0,17,0
IB,Italy,Dominican Republic,5,12,5
TK,Italy,Indonesia,19,10,19
TU,France,Tunisia,0,6,0
RO,Romania,Egypt,0,1,0
AZ,Algeria,Italy,0,1,0
CA,Thailand,Italy,0,1,0
U2,Denmark,Italy,6,0,6
1L,Italy,United Kingdom,0,0,0
FR,Portugal,Spain,3,1,3
UG,Tunisia,Tunisia,0,2,0
U2,Italy,Egypt,136,56,135
AT,Germany,Morocco,0,2,0
SK,Italy,Iceland,4,41,4
EY,Switzerland,Japan,1,0,1
LA,Italy,Colombia,3,5,3
SV,Saudi Arabia,Egypt,0,0,0
ET,Tanzania,Italy,5,2,5
AF,Italy,Faroe Islands,1,2,1
FR,Cyprus,Italy,3,12,3
LA,Peru,Peru,0,4,0
SL,Thailand,Thailand,0,7,0
CZ,Italy,Australia,2,13,2
JU,Hungary,Italy,0,4,0
KM,Italy,Malta,0,394,0
MU,Italy,Indonesia,0,37,0
JU,Greece,Croatia,0,0,0
AT,Morocco,Tunisia,1,7,1
LH,Italy,Aruba,0,0,0
IB,Senegal,Italy,1,1,1
EY,Italy,,3,6,3
1L,Italy,France,0,0,0
WY,Saudi Arabia,,0,0,0
AF,France,,0,1,0
UX,Spain,Tunisia,0,0,0
MU,Italy,Australia,0,13,0
AT,Morocco,Spain,0,0,0
AZ,Belgium,Italy,10,26,10
6E,Thailand,United Arab Emirates,0,0,0
LH,United States,Italy,6,5,6
S4,Portugal,Portugal,1,3,1
LA,Ecuador,Ecuador,0,0,0
LO,India,Italy,0,1,0
WY,Italy,Thailand,1,109,1
Z2,Philippines,South Korea,0,3,0
RJ,Egypt,Italy,0,0,0
KU,Italy,Bangladesh,0,4,0
CZ,Italy,Taiwan,0,0,0
FR,United Kingdom,Italy,121,93,120
BA,Switzerland,The Bahamas,2,0,2
MU,Japan,Italy,0,2,0
TK,Italy,South Africa,4,3,4
EK,Malaysia,Italy,0,9,0
HV,Italy,France,60,73,59
FR,Italy,Denmark,111,192,110
SQ,Italy,Thailand,14,14,14
AR,Argentina,,0,0,0
V7,Italy,Greece,541,418,536
CA,Italy,Philippines,0,5,0
SQ,Spain,Italy,2,3,2
FR,Poland,Italy,33,43,33
AZ,Italy,Germany,29,49,29
AC,Italy,Argentina,0,1,0
VA,Australia,Italy,4,4,4
ET,Italy,Rwanda,3,1,3
PR,Philippines,Italy,0,0,0
TP,Italy,Morocco,2,25,2
TK,France,,0,0,0
DT,Italy,,0,0,0
AZ,Italy,Spain,215,185,213
TK,Austria,Turkey,2,3,2
ET,Italy,,0,0,0
CA,Taiwan,Italy,0,0,0
U2,Spain,Italy,157,13,155
