carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,692,1772,685
FR,Italy,Italy,4126,6721,4085
FR,Italy,Spain,2249,4139,2227
AZ,Italy,United States,167,858,165
NO,Italy,Egypt,55,76,54
LA,Italy,Brazil,42,58,42
AZ,Italy,,0,92,0
FR,Italy,Morocco,186,330,184
TU,Italy,Tunisia,0,115,0
W6,Italy,Egypt,111,305,110
TU,Tunisia,Italy,0,14,0
NO,Italy,Spain,31,24,31
IB,Italy,Spain,203,188,201
SM,Egypt,Italy,10,48,10
U2,Italy,Spain,925,179,916
KL,Italy,,18,11,18
AZ,Italy,Tunisia,11,47,11
TK,Italy,Turkey,125,281,124
KL,Italy,United States,42,46,42
KL,Italy,Dominican Republic,2,7,2
TG,Thailand,Thailand,10,10,10
JU,Italy,Serbia,43,36,43
AF,Italy,United States,87,99,86
TP,Italy,United States,14,36,14
AT,Morocco,Italy,16,25,16
FR,Italy,Malta,392,674,388
V7,Italy,Italy,1008,1098,998
KM,Malta,Italy,0,8,0
FR,Italy,Greece,771,1192,763
TK,Italy,,0,24,0
W6,Italy,United Arab Emirates,28,196,28
NO,Egypt,Italy,24,7,24
AZ,Italy,Morocco,10,36,10
TC,Tanzania,Tanzania,0,1,0
FR,Italy,France,392,574,388
EK,Italy,,0,2,0
QR,Italy,,0,34,0
NO,Italy,Madagascar,1,1,1
LH,Italy,United States,145,223,144
AT,Italy,Morocco,41,181,41
UA,Italy,,24,9,24
JU,Turkey,Italy,2,3,2
NO,Italy,United States,19,8,19
TK,Italy,United States,11,10,11
FR,Spain,Italy,402,573,398
AF,United States,Italy,11,6,11
LX,Italy,,0,13,0
FR,Italy,United Kingdom,570,758,564
NO,Spain,Italy,10,7,10
4Z,South Africa,South Africa,0,0,0
LA,Peru,Peru,8,11,8
SM,Italy,Egypt,25,160,25
EY,Italy,Maldives,14,8,14
NO,Italy,Senegal,30,27,30
AF,Italy,,3,3,3
W6,Italy,Jordan,32,81,32
JU,Italy,Turkey,3,25,3
AZ,Tunisia,Italy,7,13,7
AZ,United States,Italy,6,19,6
AZ,Italy,Algeria,2,11,2
LX,Italy,United States,50,88,50
IB,Italy,United States,31,93,31
IB,Italy,Peru,56,101,55
EI,Italy,United States,10,4,10
AZ,Italy,Mexico,0,54,0
JL,Italy,Japan,1,8,1
CZ,Italy,Vietnam,2,14,2
AZ,Italy,Egypt,12,59,12
WY,Italy,Thailand,2,38,2
U2,Italy,Italy,2118,263,2097
TK,Turkey,Serbia,0,0,0
FR,Spain,Spain,79,76,78
AC,Italy,,0,22,0
IB,Italy,Colombia,37,28,37
AR,Argentina,Argentina,0,15,0
NO,Italy,Dominican Republic,13,18,13
FR,Italy,Belgium,130,207,129
G3,Brazil,Brazil,0,37,0
1L,Italy,France,0,0,0
TU,France,Tunisia,0,12,0
AZ,Italy,Japan,25,123,25
UA,United States,Italy,7,7,7
CA,Italy,,0,24,0
FR,Italy,Germany,207,337,205
AM,Italy,Mexico,0,31,0
FR,Italy,Jordan,17,34,17
NO,Italy,Mexico,4,15,4
QR,Italy,Sri Lanka,2,9,2
IB,Spain,Italy,76,55,75
KL,United States,Italy,3,2,3
TU,Tunisia,,0,1,0
AY,Finland,,0,0,0
ME,Turkey,Lebanon,0,0,0
EK,Italy,Indonesia,33,13,33
JU,Serbia,Greece,0,0,0
A3,Egypt,Italy,0,4,0
CZ,China,Italy,2,5,2
RJ,Italy,Qatar,0,0,0
GQ,Greece,Greece,15,56,15
SK,Sweden,Sweden,1,0,1
TK,Italy,Indonesia,26,14,26
FR,Italy,Bulgaria,29,70,29
ET,Italy,Seychelles,3,13,3
TK,Turkey,United Arab Emirates,0,0,0
UG,Italy,Tunisia,0,2,0
BA,France,,0,0,0
PR,Thailand,,0,1,0
SQ,Italy,Australia,38,3,38
NO,Italy,Kazakhstan,0,0,0
AD,Brazil,Italy,0,33,0
JU,Slovenia,Serbia,1,3,1
QR,Germany,,0,0,0
UA,Italy,United States,84,61,83
AI,India,Saudi Arabia,0,2,0
LA,Italy,,0,8,0
MU,Italy,,0,0,0
AF,Italy,Mexico,11,15,11
MU,Taiwan,China,0,0,0
OS,Italy,,0,10,0
FR,Norway,Italy,0,7,0
NO,Italy,,0,8,0
A3,Austria,Egypt,0,3,0
TP,Italy,Brazil,59,213,58
FR,Belgium,Italy,55,59,54
U2,France,Morocco,3,3,3
MH,Malaysia,Malaysia,9,15,9
SN,Italy,,0,4,0
