carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,761,1843,753
FR,Italy,Italy,4583,7586,4538
FR,Italy,Spain,2480,4286,2455
NO,Italy,Egypt,69,81,68
FR,Italy,Morocco,169,357,167
AZ,Italy,United States,191,1068,189
AZ,Italy,,0,88,0
NO,Italy,Spain,21,32,21
LA,Italy,Brazil,31,48,31
JU,Italy,Serbia,55,55,54
IB,Italy,Spain,200,200,198
TU,Tunisia,Italy,0,16,0
NO,Spain,Italy,5,1,5
SM,Egypt,Italy,13,36,13
KM,Malta,Italy,0,22,0
U2,Italy,Spain,958,162,949
QR,Italy,,0,18,0
G3,Brazil,Brazil,0,38,0
W6,Italy,Egypt,202,372,200
AZ,Italy,Tunisia,8,60,8
TU,Italy,Tunisia,0,81,0
NO,Italy,Dominican Republic,16,14,16
V7,Italy,Italy,1197,1389,1185
AF,Italy,United States,89,80,88
IB,Spain,Italy,81,38,80
AR,Argentina,Argentina,0,24,0
UA,Italy,United States,91,49,90
NO,Italy,United States,24,15,24
NO,Italy,Maldives,8,8,8
LX,Italy,,0,34,0
FR,Italy,Greece,673,1219,666
W6,Italy,United Arab Emirates,38,149,38
JU,Turkey,Italy,5,3,5
LA,Peru,Peru,4,8,4
FR,Italy,France,340,576,337
AT,Italy,Morocco,60,193,59
KL,Italy,United States,48,77,48
AZ,Egypt,Italy,6,18,6
FR,Spain,Italy,385,540,381
NO,Egypt,Italy,22,7,22
W6,Italy,Jordan,80,62,79
FR,Italy,Portugal,277,538,274
FR,Italy,Romania,84,214,83
JU,Italy,Turkey,6,19,6
SM,Italy,Egypt,39,223,39
TP,Italy,United States,18,38,18
FR,Italy,Belgium,166,237,164
CA,Germany,China,0,1,0
W6,Italy,Greece,441,455,437
IB,Italy,Dominican Republic,6,17,6
KL,Italy,Dominican Republic,4,10,4
PW,Tanzania,Tanzania,0,2,0
AZ,Italy,Egypt,13,63,13
SP,Portugal,Portugal,6,16,6
FR,Italy,Austria,205,232,203
LH,Italy,United States,157,201,155
LH,Italy,,0,53,0
LO,Poland,Poland,4,2,4
FR,Italy,United Kingdom,580,765,574
SQ,Italy,Thailand,19,11,19
TK,Italy,,0,30,0
UG,Italy,Tunisia,0,3,0
LA,Chile,Italy,5,46,5
B6,United States,United States,0,23,0
AC,Italy,,0,5,0
UG,Tunisia,Italy,0,6,0
QR,Italy,Maldives,22,58,22
AY,Italy,United States,14,62,14
AH,Algeria,Italy,0,5,0
KL,Italy,Panama,6,2,6
TK,Turkey,Italy,21,35,21
AT,Morocco,Italy,9,26,9
AZ,Italy,Morocco,12,40,12
U2,Italy,France,878,137,869
PG,Thailand,Thailand,32,38,32
JU,Serbia,Italy,15,6,15
LX,Italy,United States,62,117,61
FR,United Kingdom,Italy,156,107,154
TG,Thailand,Thailand,11,16,11
AD,Brazil,Italy,0,21,0
KL,Italy,,14,9,14
AZ,United States,Italy,7,27,7
SK,Italy,Sweden,5,87,5
TK,Italy,Turkey,131,246,130
AS,Mexico,United States,0,1,0
AY,Italy,Finland,66,15,65
EY,Italy,Pakistan,2,6,2
IB,Italy,United States,27,135,27
BA,Italy,Brazil,3,0,3
QR,Switzerland,Sri Lanka,0,0,0
EK,Italy,Mauritius,2,32,2
FR,Italy,Sweden,43,106,43
FR,Italy,Denmark,115,161,114
FR,Italy,Jordan,26,65,26
FR,Italy,Germany,232,336,230
EK,Italy,,0,3,0
NO,Italy,Madagascar,3,0,3
MH,Italy,Malaysia,0,1,0
JU,Italy,Egypt,0,0,0
BR,Italy,,0,0,0
FR,France,Italy,58,69,57
TK,Switzerland,Turkey,1,1,1
TK,Italy,Australia,0,14,0
U2,Italy,United Kingdom,313,44,310
CA,Italy,Japan,0,177,0
FR,Germany,Italy,62,119,61
EK,Italy,United States,101,33,100
VY,Spain,Italy,161,127,159
DX,Italy,Italy,0,119,0
QR,Italy,Thailand,43,97,43
NP,Saudi Arabia,Egypt,0,0,0
AZ,Lebanon,,0,0,0
OU,Croatia,Italy,0,0,0
SV,Italy,,0,3,0
EY,Italy,,5,2,5
TK,United Kingdom,Turkey,0,1,0
WY,Italy,Thailand,8,74,8
CZ,Italy,Australia,3,6,3
BA,United Kingdom,Japan,1,1,1
LX,Italy,Thailand,45,45,45
AZ,Italy,Japan,36,119,36
TP,Italy,Brazil,44,187,44
AF,Italy,Mexico,8,10,8
U2,Italy,Italy,2318,321,2295
KL,The Bahamas,Italy,0,0,0
EK,Italy,Indonesia,22,10,22
QR,Italy,Pakistan,2,4,2
U2,Italy,Switzerland,78,34,77
AZ,Tunisia,Italy,6,8,6
AF,Italy,,2,15,2
JU,Austria,Serbia,0,0,0
NZ,Italy,,0,1,0
AZ,Israel,Italy,5,0,5
TK,Italy,United States,12,14,12
TS,Italy,,0,2,0
MU,Italy,Indonesia,0,22,0
NO,Italy,Mexico,8,8,8
FR,Spain,Spain,75,80,74
FR,Italy,Malta,432,713,428
TK,Italy,Egypt,8,18,8
