carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,714,2197,707
FR,Italy,Italy,2955,9771,2926
FR,Italy,Spain,1658,6075,1642
W6,Italy,Italy,985,1701,975
FR,Italy,Morocco,119,483,118
AZ,Italy,United States,176,1029,174
AZ,Italy,,0,152,0
LA,Italy,Brazil,29,102,29
IB,Italy,Spain,279,263,276
AT,Italy,Morocco,23,74,23
NO,Italy,Spain,1,16,1
FR,Spain,Italy,317,632,314
FR,Italy,Austria,204,512,202
FR,Italy,United Kingdom,270,1021,267
FR,Italy,Malta,195,756,193
AZ,Italy,Tunisia,9,48,9
W6,Italy,United Arab Emirates,76,99,75
W6,Italy,Egypt,184,284,182
LH,Italy,United States,194,188,192
FR,Italy,France,235,883,233
TU,Tunisia,Italy,0,16,0
KM,Malta,Italy,0,25,0
W6,Italy,Morocco,49,68,49
SK,Italy,Japan,28,173,28
LA,Colombia,Colombia,8,46,8
FR,Italy,Germany,133,440,132
LH,Italy,,0,75,0
SM,Italy,Egypt,64,269,63
TP,Italy,United States,25,55,25
FR,Italy,Greece,288,1349,285
KL,Italy,United States,126,344,125
NO,Italy,United States,0,13,0
FR,Italy,Portugal,233,869,231
FR,Italy,Belgium,159,522,157
TU,Italy,Tunisia,0,72,0
FR,Italy,Denmark,123,334,122
UG,Tunisia,Italy,0,15,0
IB,Spain,Italy,88,47,87
W6,Italy,Jordan,78,38,77
AZ,Tunisia,Italy,7,23,7
FR,Italy,Hungary,139,361,138
AT,Morocco,Italy,6,23,6
QR,Italy,,0,18,0
IB,France,Spain,13,13,13
IB,Italy,United States,17,165,17
FR,Italy,Poland,66,256,65
FR,Italy,Republic of Ireland,82,320,81
NO,Italy,Maldives,0,4,0
FR,Italy,Netherlands,31,187,31
W6,Italy,Spain,281,828,278
V7,Italy,Italy,725,642,718
BA,Italy,,28,78,28
FR,Italy,Czech Republic,95,350,94
AY,Italy,United States,15,50,15
KL,Italy,,25,53,25
MH,Malaysia,Malaysia,1,4,1
LA,Peru,Peru,6,19,6
TK,Italy,,0,16,0
FR,Italy,Croatia,50,283,50
KL,Italy,Dominican Republic,6,40,6
AZ,Italy,Egypt,5,19,5
AC,Italy,Canada,17,71,17
AZ,Italy,Morocco,1,12,1
BA,Italy,United States,301,666,298
FR,United Kingdom,Italy,92,161,91
BA,France,Mexico,0,2,0
LH,Italy,Ecuador,0,1,0
BR,Italy,,0,2,0
FR,Italy,Bulgaria,12,128,12
FR,Netherlands,Italy,19,61,19
UX,Spain,Spain,2,12,2
LH,Italy,Bolivia,0,10,0
NO,Italy,Madagascar,0,2,0
UG,Italy,Tunisia,0,17,0
FR,Italy,Sweden,48,160,48
IB,Italy,Colombia,21,33,21
LX,Italy,,0,24,0
MS,Egypt,Egypt,0,45,0
FR,Belgium,Italy,46,127,46
AZ,Italy,Israel,4,5,4
RQ,Afghanistan,Afghanistan,0,1,0
W6,Italy,Romania,220,395,218
EI,Italy,United States,33,10,33
W6,Italy,Austria,56,124,55
AZ,Italy,Algeria,1,13,1
LH,Germany,Italy,49,63,49
NO,Italy,Dominican Republic,0,9,0
KM,Italy,Malta,0,265,0
AF,Italy,United States,132,158,131
AF,Italy,,1,25,1
SM,Egypt,Italy,17,72,17
IB,Italy,Germany,0,0,0
