carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,670,1503,663
FR,Italy,Italy,4547,6715,4502
FR,Italy,Spain,2267,3835,2245
AZ,Italy,United States,218,987,216
NO,Italy,Egypt,80,48,79
FR,Italy,Morocco,174,336,172
LA,Italy,Brazil,43,55,43
TU,Italy,Tunisia,0,80,0
NO,Italy,Spain,13,24,13
AZ,Italy,Morocco,17,54,17
W6,Italy,Egypt,189,277,187
TK,Italy,Turkey,239,242,237
AT,Italy,Morocco,48,233,48
SM,Egypt,Italy,11,35,11
AZ,Italy,,1,96,1
AT,Morocco,Italy,6,16,6
TU,Tunisia,Italy,0,13,0
V7,Italy,Italy,995,942,985
LH,Italy,,0,64,0
JU,Italy,Turkey,8,27,8
U2,Italy,Spain,1012,184,1002
SM,Italy,Egypt,50,156,50
IB,Spain,Italy,61,36,60
IB,Italy,Spain,193,177,191
KM,Malta,Italy,0,19,0
FR,Italy,France,352,483,349
UG,Italy,Tunisia,0,7,0
KL,Italy,United States,84,199,83
NO,Italy,Senegal,17,12,17
FR,Italy,Malta,439,619,435
QR,Italy,,0,18,0
NO,Italy,United States,15,6,15
AZ,Italy,Tunisia,17,51,17
DX,Italy,Italy,0,104,0
U2,Italy,Italy,2211,291,2189
AR,Argentina,Argentina,0,8,0
W6,Italy,Jordan,78,50,77
AF,Italy,,1,22,1
LX,Italy,United States,31,74,31
JL,Italy,,0,3,0
UG,Tunisia,Italy,0,3,0
KU,Italy,India,6,9,6
TK,Italy,,0,22,0
W6,Italy,United Arab Emirates,28,122,28
NO,Egypt,Italy,27,8,27
FR,Italy,Greece,653,1116,647
AY,Italy,United States,10,47,10
BW,United States,Jamaica,0,2,0
EY,Italy,Indonesia,23,25,23
FR,Italy,United Kingdom,511,741,506
G3,Brazil,Brazil,0,31,0
JU,Turkey,Italy,5,4,5
KU,Italy,Thailand,2,18,2
KL,Italy,,6,31,6
AF,Italy,Brazil,8,33,8
NO,Spain,Italy,7,1,7
1L,Italy,United Kingdom,0,0,0
FR,Germany,Italy,74,88,73
FR,Italy,Portugal,290,442,287
JL,Italy,Japan,1,4,1
FR,Spain,Italy,379,488,375
FR,Italy,Croatia,86,195,85
FR,Italy,Germany,221,293,219
B6,United States,United States,0,29,0
MS,Egypt,Egypt,0,24,0
NO,United States,Italy,0,2,0
AM,Italy,Mexico,0,30,0
TP,Italy,United States,10,30,10
LH,Italy,United States,196,149,194
TK,Italy,United States,24,9,24
LA,Peru,Peru,4,7,4
FR,Italy,Denmark,100,159,99
IB,Portugal,Italy,20,16,20
WY,Italy,Thailand,5,73,5
ET,Kenya,Italy,0,2,0
CA,Singapore,Italy,0,1,0
FR,Italy,Hungary,134,242,133
IZ,Italy,Israel,1,1,1
TK,Turkey,Italy,9,36,9
UG,Tunisia,Tunisia,0,3,0
H2,Peru,Peru,0,7,0
FR,Italy,Belgium,149,198,148
AV,Spain,Bolivia,1,6,1
PR,Saudi Arabia,Philippines,0,0,0
CY,Cyprus,Lebanon,1,0,1
TS,Canada,Italy,4,4,4
KL,Italy,Dominican Republic,6,16,6
LA,Colombia,Colombia,14,3,14
FR,Belgium,Czech Republic,0,0,0
PW,Tanzania,Tanzania,0,10,0
AZ,Tunisia,Italy,2,20,2
W4,Italy,Italy,1824,1885,1806
MS,Italy,Egypt,0,112,0
